"RegionName","City","State","Metro","CountyName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"60605","Chicago","IL","Chicago","Cook",131,,,,,1683.5,1644,1775,1811,1799,1854,1749,1946.5,1961,2010,1832,1775,1717,1814,1985,2100,2103.5,1895,1916,1830,1752.5,1843,1900,1903.5,2020,1961,2017,1950,1900,1922,1861.5,1785,1865.5,1900,1970.5,1900,1900,1898,1890,1889,1970,2000,2055,2000,1915,1979,1969.5,1979,2035,1905,1910,1918.5,1952,2000,1906,1940,1920,2011,1979,2000,1921,1914,1830.5,1862,1888,1955,1987,1895,1901.5,1969.5,1795,1950,1922,1981,1997,2001,2001,2001,2052.5,1997,2021
"11101","New York","NY","New York","Queens",132,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2525,2500,2500,2597.5,2501.5,2600,2700,2650,2615,2625,2600,2600,2600,2595,2598,2600,2620,2650,2700,2630,2600,2600,2600,2677,2690,2650,2697.5,2725,2725,2785,2751,2700,2743.5,2700,2695,2700,2700,2650,2672,2685,2672,2730,2700,2743,2750,2784.5,2715,2767,2615,2720,2650,2650,2625,2610,2650,2763.5,2799,2788.5,2797.5
"60645","Chicago","IL","Chicago","Cook",133,,,,,,,,,,,,,,,,,,,,,,,,1125,997.5,950,1075,1075,1095,1100,1100,1150,1100,975,995,997.5,975,995,995,995,985,1007.5,1015,995,1000,1100,1137.5,1125,1100,1095,1112.5,1050,1025,1050,1112.5,1100,1095,1120,1062.5,1095,1125,1250,1300,1300,1300,1285,1272.5,1250,1095,1150,1100,1140,1135,1100,1150,1250,1300,1325,1325,1325,1325,1300,1250,1250,1225
"11561","Long Beach","NY","New York","Nassau",134,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,2150,2000,1950,1997.5,2100,2100,2100,2150,2000,2100,2000,1962.5,1900,1850,1800,1800,1800,1850,1965,2000,2050,2100,2100,2000,2000,2080,2050,2175,2100,2290,2325,2450,2600,2300,2300,2200,2200,2200,2200,2300,2400,2300,2300,2290,2000,2000,1980,2300,2175,2300,2495,2472.5,2550,2600,2700,2500,2300,2200,2245,2200
"06790","Torrington","CT","Torrington","Litchfield",135,,,,,,,,,,,,,775,775,775,750,775,775,750,750,750,750,700,775,775,750,737.5,750,795,775,795,800,782.5,750,750,750,775,797.5,795,780,775,775,775,775,775,800,800,800,800,785,797.5,775,795,795,775,775,795,800,825,825,812.5,850,850,825,825,825,800,800,800,800,800,837.5,850,825,825,800,800,800,825,800,800,837.5,825,800,800
"11205","New York","NY","New York","Kings",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2995,2899,3100,3100,2899.5,2850,2795,2746,2700,2700,2750,2850,2800,2800,2782,2795,2899,2800,2800,2850,2797,2600,2660,2675,2697,2700,2750,2797.5,2799,2792,2700,2700
"33134","Coral Gables","FL","Miami-Fort Lauderdale","Miami-Dade",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2300,2350,2250,2200,2300,2375,2300,2300,1990,2175,2000,2225,2212.5,2325,2400,2300,2300,2350,2400,2300,2325,2300,2325,2300,2350,2350,2350,2300,2200,2175,2195,2400,2350,1995,1900,1920,1920,1999.5,2175,2087.5,1925,1900,2000,2025
"85716","Tucson","AZ","Tucson","Pima",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,595,600,597.5,637.5,637.5,637.5,610,695,645,600,595
"94103","San Francisco","CA","San Francisco","San Francisco",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2790,3195,3497.5,3700,3600,3742,3872.5,3895,3597.5,3395,3497.5
"11435","New York","NY","New York","Queens",140,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1550,1487.5,1387,1450,1362.5,1400,1400,1395,1375,1375,1375,1400,1400,1450,1450,1450,1450,1495,1550,1575,1650,1750,1602.5,1675,1650,1598,1598,1600,1650,1775,1750,1775,1775,1699,1735,1750,1750,1750,1750,1749.5,1800,1725,1750,1750,1800,1725,1695,1695,1700,1700,1750,1749,1775,1800,1799,1850,1850,1850
"02127","Boston","MA","Boston","Suffolk",141,,,,,,,,,,,,,,,,,,,,,2542,2514,2650,2772.5,2492,2600,2585,2500,2405,2400,2585,2800,2897.5,2925,2800,2795,2750,2650,2760,2800,2750,2725,2752.5,2800,2800,2800,2700,2600,2595,2637.5,2600,2650,2650,2721,2700,2650,2800,2775,2712.5,2775,2650,2650,2650,2650,2738,2800,2800,2850,2700,2800,2800,2800,2853,2900,2775,2800,3000,3000,3025,3000,3025,3000,2995,3000,2912.5
"10034","New York","NY","New York","New York",142,,,,,,,,,,,,,,,,,,1450,1450,1425,1350,1450,1522,1450,1375,1350,1450,1450,1495,1495,1450,1450,1495,1475,1450,1450,1475,1450,1450,1450,1475,1475,1495,1550,1595,1606,1650,1650,1650,1650,1600,1650,1650,1600,1650,1662.5,1700,1762.5,1695,1695,1712.5,1700,1772.5,1750,1700,1700,1650,1700,1700,1750,1695,1600,1695,1675,1695,1695,1750,1775,1795,1855,1825,1825,1825,1812.5,1800
"11217","New York","NY","New York","Kings",143,,,,,,,,,,,2425,2400,2400,2599,2450,2450,2500,2500,2525,2550,2525,2671,2500,2700,2500,2500,2697,2675,2800,2800,2799.5,2900,2750,2900,2925,2900,2895,2900,2795,2775,2700,2712.5,2800,2990,2950,2900,2900,3070,3200,2861,2900,2875,2950,2914,2914,2980,2900,2900,2950,2950,2950,2900,2872.5,2900,2850,2900,2950,2900,3100,3000,2999,3000,2900,2978,2900,2750,2800,2900,2900,2995,3000,3076.5,3075,3100,3000
"33130","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2500,2400,2225,2150,2300,2300,2350,2350,2400,2400,2100,2200,2075,2300,2300,2200,2000,2075,2200,2000,2100,2100,2150,2200,2350,2200,2100,2300,2300,2350,2400,2412.5,2267.5,2225,2350,2200,2100,2150,2300,2350,2285,2400,2400,2400,2400,2500,2500,2450,2450,2449.5,2400
"02472","Watertown","MA","Boston","Middlesex",145,,,,,,,,,,,,,,,,,,1800,1750,2000,1950,1800,1800,1900,1800,1800,1825,1800,1800,1800,1850,1800,1900,1800,1950,1950,1900,1900,1850,1850,1850,1900,1900,2000,2050,2195,2100,2050,1950,1925,2000,1975,2050,2000,2200,2104,2150,2200,2150,2195,2100,2100,2100,2200,2200,2200,2200,2100,2104,2150,2150,2100,2100,2200,2125,2100,2300,2395,2425,2325,2325,2350,2350,2300,2250
"12601","Town of Poughkeepsie","NY","New York","Dutchess",146,,,,,,,,,,,,,,,,,,,,,,,900,900,950,950,900,887.5,897.5,950,1000,950,950,850,850,875,900,850,950,950,950,950,950,1000,1024.5,1024.5,950,1000,1050,975,1000,1000,1050,1050,1000,1050,1050,1100,1050,1072.5,1050,1037.5,1012.5,1100,1100,1100,1100,1095,1150,1050,1125,1095,1100,1150,1100,1150,1150,1150,1200,1200,1200,1150,1150,1150,1185
"02139","Cambridge","MA","Boston","Middlesex",147,,,,,2650,2350,2350,2300,2325,2250,2250,2375,2546.5,2400,2500,2579,2720,2899,2682,2547,2500,2400,2700,2833.5,2683,2422,2476,2551,2899.5,2850,2800,2700,2500,2600,2690,2600,2552.5,2500,2600,2600,2600,2600,2700,2700,2612.5,2600,2650,2550,2600,2500,2500,2462.5,2500,2600,2600,2612.5,2600,2600,2600,2600,2500,2450,2450,2525,2572.5,2600,2800,2900,2700,2750,2760,2600,2500,2597.5,2635,2600,2600,2800,2900,2850,2900,2800,2800,2787.5,2700
"10026","New York","NY","New York","New York",148,,,,,,,,,,,,,,,,,,2400,2495,2625,2762.5,2700,2712.5,2700,2595,2600,2600,2532,2495,2495,2595,2598,2600,2596.5,2650,2595,2600,2600,2500,2500,2595,2600,2595,2595,2600,2700,2700,2772.5,2700,2519,2700,2612,2800,2750,2699,2550,2650,2697.5,2695,2772.5,2750,2750,2818,2850,2843,2797.5,2725,2700,2661,2795,2795,2632,2547.5,2750,2532.5,2594,2650,2650,2700,2652.5,2685,2800,2836,2683.5,2700
"02138","Cambridge","MA","Boston","Middlesex",149,,,,,1725,1650,1700,1725,1725,1800,1900,1920,1897.5,1925,1900,2087.5,1812.5,2085,1955,2065,2055,2075,2155,2250,2250,2262.5,2200,2200,2250,2225,2200,2200,2200,2200,2350,2397.5,2345,2375,2395,2455,2429.5,2400,2400,2435,2450,2400,2457,2400,2400,2360,2385,2400,2375,2400,2500,2400,2400,2430,2400,2462.5,2499,2475,2400,2450,2500,2445,2500,2575,2500,2525,2495,2500,2550,2350,2350,2400,2400,2450,2500,2550,2575,2500,2500,2500,2500
"11237","New York","NY","New York","Kings",150,,,,,,,,,,,,,,,,,,,,,,,2225,2199.5,2074.5,1849.5,2099,2100,2200,2200,2324.5,2399,2400,2400,2599,2631.5,2600,2550,2500,2400,2400,2350,2399,2399,2400,2400,2499,2562.5,2499,2400,2400,2500,2597,2550,2500,2500,2550,2650,2650,2750,2650,2600,2550,2597.5,2550,2500,2500,2500,2550,2700,2600,2718,2700,2700,2597.5,2499,2493.5,2500,2595,2600,2600,2650,2700,2595,2550
"33401","West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.5,1222.5,1100,1127.5,1250,1150,1102.5,1150,1200,1250,1250,1200,1300,1250,1137.5
"80203","Denver","CO","Denver","Denver",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,995,1025,995,1042.5,1125,1125,1095,1122.5,1075,1200,1225,1245
"02128","Boston","MA","Boston","Suffolk",153,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1525,1650,1800,1900,1900,2000,1850,1800,1800,1875,1800,1800,1800,2000,2000,2000,2075,2025,1900,2000,2100,2000,2000,2100,2074.5,2187.5,2107.5,2200,2200,2200,2200,2200,2250,2300,2250,2250,2250,2200,2300,2300,2300,2250,2200,2200,2150,2500,2450,2400,2450,2450,2500,2500,2457.5,2425,2400
"11103","New York","NY","New York","Queens",154,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1825,1895,1900,1825,1825,1850,1900,1975,2000,2000,2000,1997.5,1995,2000,1962.5,1900,1900,2000,2000,2000,2000,2050,2100,2000,2075,2100,2125,2150,2100,2172.5,2200,2200,2200,2200,2150,2150,2150,2200,2200,2200,2200,2200,2200,2250,2300,2300,2200,2200,2200,2199.5,2150,2200,2175,2250,2250,2300,2300,2250,2250
"10013","New York","NY","New York","New York",155,,,,,,,,,,,,,4450,4495,4200,4000,3999.5,3997.5,3997.5,3950,3950,3985,4000,3950,4000,3975,3900,3895,3782.5,4000,4000,4000,3989,3956.5,4500,4425,4395,4300,4250,4295,4300,4370,4400,4499,4695,4495,4995,4485,4497.5,4475,4485,4500,4650,4850,4800,5000,4977,4895,4995,4747.5,4500,4550,4495,4222.5,4195,4495,4450,4525,4045,4495,4485,4350,4462.5,4895,4375,4500,4765,4795,4695,4695,4595,4762.5,4795,4600,4400
"11367","New York","NY","New York","Queens",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,1975,1992.5,1975,1975,1987,1950,1950,1975,1975,1975,1975,1975
"11102","New York","NY","New York","Queens",157,,,,,,,,,,,,,,,,,,,1850,1900,1990,2165,2200,2300,2375,2100,1900,1900,1900,1900,2000,1995,2000,2100,2150,2200,2300,2200,2100,2100,2200,2200,2200,2250,2312.5,2300,2300,2350,2400,2350,2300,2250,2250,2350,2362.5,2395,2350,2300,2400,2500,2450,2422,2350,2395,2400,2400,2400,2400,2400,2400,2450,2500,2350,2500,2272.5,2400,2400,2400,2400,2300,2400,2400,2497,2300,2200
"60654","Chicago","IL","Chicago","Cook",158,,,,,,1807.5,1800,1741,1810,1850,1847.5,1892,1962,1962,1935,1937,1951,1935,2055,2105.5,2037.5,1939,1929,1811,1825,1923,1953,1973,2047.5,2100,2019,2072,2150,2202.5,2200,2150,2100,2071,2062,2120.5,2121,2139,2200,2350,2381,2356,2379,2260,2241,2320.5,2335,2280,2280,2237,2390,2499,2450.5,2450.5,2450.5,2633,2639,2634,2497,2504,2610,2350,2300,2280,2300,2300,2340,2237,2312,2245,2165,2177,2176,2245,2245,2206,2259,2263.5,2309,2300,2187
"11231","New York","NY","New York","New York",159,,,,,,,,,,,,,,,,,,,,2547.5,2600,2500,2500,2675,2850,2800,2750,2500,2600,2750,2800,3000,3000,3000,3000,2900,2800,2900,2900,2825,2800,2800,2750,2800,2800,2850,2950,2800,2800,2800,2895,2800,2600,2800,2900,3100,2950,2962.5,3000,3000,2975,2995,2950,2900,2900,2995,3000,2995,2900,2995,2950,3000,3100.5,3000,2695,2850,2800,2800,2800,2900,2800,2800,2850,2800,2900
"10035","New York","NY","New York","New York",160,,,,,,,,,,,,,,,,2500,2377.5,2450,2400,2300,2250,2400,2500,2400,2350,2350,2350,2250,2200,2200,2200,2150,2200,2200,2100,2175,2150,2075,2100,2150,2195,2199,2200,2290,2250,2095,2085,2095,2136.5,2100,2099.5,2150,2250,2100,2100,2200,2400,2370,2200,2397,2400,2460,2395,2395,2395,2377,2300,2336,2175,2390,2400,2250,2225,2325,2200,2300,2400,2410,2450,2500,2400,2415,2400,2375,2425
"10001","New York","NY","New York","New York",161,,,,,,,,,,,,,,,,3400,3495,3450,3400,3395,3450,3600,3600,3650,3630,3595,3500,3400,3400,3400,3425,3425,3400,3450,3450,3490,3400,3300,3295,3300,3319,3350,3350,3400,3500,3450,3300,3449.5,3350,3305,3432.5,3375,3357.5,3490,3468,3500,3650,3650,3800,3870,3650,3600,3637.5,3637.5,3400,3362.5,3400,3395,3695,3695,3595,3595,3600,3782,3492.5,3556,3600,3650,3797.5,3845,3634.5,3954,3870,3928,3950
"60202","Evanston","IL","Chicago","Cook",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1195,1195,1197.5,1245,1220,1295,1250,1250,1227.5,1200,1250,1270,1325,1325,1395,1280,1295,1225,1285,1225,1250,1210,1270,1297.5,1350,1350,1395,1350,1350,1350,1337.5,1340
"10075","New York","NY","New York","New York",163,,,,,,,,,,,,2425,2397.5,2400,2350,2300,2350,2392.5,2400,2350,2400,2400,2450,2397.5,2375,2375,2395,2400,2450,2400,2425,2475,2497.5,2500,2500,2495,2500,2445,2400,2350,2400,2400,2495,2550,2535,2450,2400,2395,2392.5,2375,2412.5,2437.5,2535,2400,2450,2450,2450,2495,2495,2450,2500,2450,2425,2495,2425,2500,2450,2495,2500,2450,2475,2400,2425,2500,2395,2450,2450,2495,2500,2495,2595,2550,2500,2550,2500
"02446","Brookline","MA","Boston","Norfolk",164,,,,1975,2100,2275,2100,2100,2230,2200,2065,2137.5,2295,2275,2275,2500,2500,2400,2300,2200,2100,2050,2097.5,2250,2200,2350,2487.5,2837.5,2800,2410,2375,2450,2467,2485,2410,2417.5,2500,2535,2585,2650,2665,2650,2650,2600,2572.5,2550,2600,2550,2500,2570,2650,2725,2760,2750,2695,2700,2625,2550,2565,2572.5,2600,2675,2900,2995,3000,2900,2805,2937.5,3125,2850,2600,2800,2600,2600,3000,3100,2800,2850,2900,2900,2900,2950,2800,2850,2900
"11249","New York","NY","New York","Kings",165,,,,,,,,,,,,,,,,,,,,,,,,,3647.5,3499,3465.5,3499,3435,3300,3443,3475,3400,3458.5,3287.5,3300,3200,3180,3200,3200,3250,3300,3300,3400,3350,3307.5,3300,3375,3349.5,3200,3250,3134,3000,3195,3300,3400,3600,3450,3500,3550,3450,3780,3845,3738,3738,3600,3700,3585,3500,3350,3200,3500,3700,3700,3850,3688,3250,3396,3495,3379,3327,3327,3560,3508,3500
"23503","Norfolk","VA","Virginia Beach","Norfolk City",166,,,,,,,800,795,750,725,695,700,725,725,725,775,695,695,685,712.5,750,750,750,750,750,750,750,750,750,775,782.5,782.5,790,790,795,775,750,775,800,762.5,750,750,775,762.5,750,820,825,795,755,775,775,750,750,750,775,775,780.5,781,750,750,725,750,750,750,750,750,750,785,750,750,782.5,797.5,750,750,750,750,795,795,797,800,800,790,750,797.5,775
"33140","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2547.5,2500,2250,2100,2200,2100,2100,2350,2298.5,2255,2500,2298.5,2300,2200,2500,2500,2500,2200,2150,2199,2250,2299.5,2325,2100,2150,2150,2275,2450,2550,2400,2500,2500
"10012","New York","NY","New York","New York",168,,,,2450,2500,2595,2600,2695,2850,2800,2800,2800,2895,2923.5,2923.5,2850,2900,2995,2995,3000,3000,3050,3200,2984,3197.5,3250,3250,3195,2995,2995,2995,3050,3150,3200,3275,3300,3395,3395,3299,3295,3295,3300,3300,3295,3299,3300,3350,3395,3450,3500,3495,3500,3495,3500,3495,3297.5,3341.5,3400,3337.5,3450,3495,3450,3395,3400,3295,3350,3400,3350,3300,3350,3250,3195,3395,3397.5,3295,3300,3395,3350,3395,3395,3395,3500,3495,3400,3295
"10801","New Rochelle","NY","New York","Westchester",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095,2047.5,1850,2100,2097.5,2325,2200,2100,2100,1987.5,2072.5,2095,1800
"60607","Chicago","IL","Chicago","Cook",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2310,2325,2259,2047.5,2187.5,2325,2500,2500,2500,2350,2350,2413,2500,2300
"33131","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2350,2550,2649.5,2500,2485,2500,2500,2550,2550,2550,2550,2700,2600,2600,2650,2675,2650,2562.5,2550,2549,2550,2500,2572.5,2562.5,2500,2500,2500,2500,2550,2600,2512.5,2500,2525,2550,2500,2550,2500,2550,2600,2600,2500,2500,2500,2500,2500,2600,2600,2600,2607,2607,2650,2650,2631.5
"11357","New York","NY","New York","Queens",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,2200,2300,2100,2100,2100,2200,2225,2200,2200,2100
"02150","Chelsea","MA","Boston","Suffolk",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1600,1550,1700,1750,1800,1750,1900,1995,1945,1901.5,2045,2100
"11105","New York","NY","New York","Queens",174,,,,,,,,,,,,,,,,,,,,,,,,2100,2175,2287.5,2200,2195,1975,2025,2062.5,2200,2195,2195,2050,2000,2100,2200,2199.5,2110,2150,2100,2150,2250,2200,2295,2400,2295,2300,2295,2372.5,2400,2400,2350,2300,2200,2200,2200,2250,2300,2200,2300,2300,2300,2195,2300,2300,2394,2274.5,2300,2400,2400,2300,2300,2100,2150,2200,2150,2200,2100,2250,2300,2350,2295,2100
"02118","Boston","MA","Boston","Suffolk",175,,,,,,,,,,,,,,,,2325,2275,2375,2387.5,2400,2400,2500,2600,2600,2550,2600,2700,2550,2600,2500,2600,2750,2800,2850,2800,2850,2800,2800,2800,2800,2850,2800,2795,2655,2772.5,2800,2750,2750,2772.5,2772.5,2800,2800,2795,3000,2800,2765,2800,2800,2850,2700,2725,2750,2800,3000,2995,2950,3000,2900,2900,2945,2875,2995,2900,2600,2775,3125,3200,3000,3000,2972.5,2995,3000,3000,3050,3050
"33138","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1575,1525,1650,1600,1650,1680,1600,1600,1600,1595,1750
"02125","Boston","MA","Boston","Suffolk",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1925,1975,1950,2000,2012.5,1950,1905,1972.5,1950,1900,1950,1995,1995,2100,2050,2250,2300,2215,2100,2050,2000,2000,2000,2300,2200,2325,2400,2400,2250,2000,2000,2000,2050,2050,2400,2475,2485,2500,2495,2500,2600,2425,2275,2200,2200,2200,2500,2550,2550,2632.5,2672,2695,2679,2600,2550,2600
"02453","Waltham","MA","Boston","Middlesex",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1985,1887.5,1700,1650,1700,1840,1900,1840,1800,1800,2000,2300,2000,1800,1700,1775,1875,2000,2100,2000,2150,2275,2200,2050,2000,1950,1800,2000,2100,2300,2100,2223.5,2200,2175,2100,2150,2200,2000,2100,2000,2195,2000,2100,2135,2100,2100,2025,2100,2200,2050,1997.5
"11358","New York","NY","New York","Queens",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,2000,1925,2100,1900,1850,1900,1900,2000,2000,2100,2025
"10030","New York","NY","New York","New York",180,,,,,,,,,,,1650,1695,1695,1550,1550,1600,1650,1695,1650,1697.5,1799,1812,1800,1749,1550,1580,1599.5,1650,1650,1695,1700,1727,1700,1700,1749.5,1779,1750,1795,1775,1795,1775,1750,1750,1750,1750,1795,1800,1899,1900,1950,1950,2000,2000,2000,1950,1999,2000,1997,2100,2000,2000,1900,1900,2000,2000,2000,2000,2000,2100,2000,2000,2250,2100,2225,1985,2250,2165,2100,2100,2100,2100,2165,2250,2299.5,2210
"11104","New York","NY","New York","Queens",181,,,,,,,,,,,,,,,,,,,,,,,,,1675,1675,1750,1750,1750,1750,1750,1750,1750,1800,1800,1800,1800,1750,1800,1800,1835,1835,1867,1900,1900,1875,1875,1900,1950,1900,1950,1950,2000,2000,1975,1950,1950,2000,2100,2100,2150,2100,2100,2100,2050,2100,2106,2027.5,2000,1995,2000,2100,2100,2100,2025,2000,1937.5,1995,1950,2000,2000,2050,2000,1973,2100
"60624","Chicago","IL","Chicago","Cook",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,1300,1250,1203.5,1200,1250,1250,1250,1207,1250,1250,1228.5,1200
"02116","Boston","MA","Boston","Suffolk",183,,,,,,,,,,,2625,2800,2800,2400,2265,2200,2575,2400,2650,2500,2500,2450,2400,2600,2600,2600,2900,2600,2550,2500,2500,2700,2700,2800,2850,3000,2900,2800,2825,2800,2800,2700,2750,2800,2750,2900,2865,2800,2800,2850,2850,3000,3200,2797.5,2800,2700,2700,2762.5,2700,2795,2762.5,2750,2750,2950,2995,2950,2900,2800,2750,2772.5,2650,2700,2915,2800,3000,2650,2800,2800,2850,2800,3000,2850,2850,2800,2865
"02131","Boston","MA","Boston","Suffolk",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,1900,1900,1900,1850,1850,1800,1695,1650,1662.5,1662.5,1892.5,1900,1850,1850,1800,1800,1800,1800,1875,2000,2000,2100,2100,2100,2025,1900,1900,1800,1800,1762.5,1850,2000,2000,1900,2200,2095,2250,1950,1995,2025,1800,1950,1850,1900,1900,2000,2100,2200,2100,2100,2150,2000
"33137","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,2300,2450,2400,2300,2300,2300,2300,2350,2000,2000,2100,2162.5,2100,2000,2000,2075,2150,2000,2000,2000,2175,2250,2175,2325,2500,2750,2755,2700,2690,2700,2250,2300,2350,2450,2300,2350,2450,2362.5,2250,2300,2500,2500,2500,2550,2500,2450,2500,2575,2600
"10017","New York","NY","New York","New York",186,,,,,,,,,,2800,2900,2950,3150,3295,3000,3000,3000,2950,2900,2900,3000,2992.5,3000,3000,3000,3000,3000,2950,3000,3000,3000,3000,3075,3100,3100,3195,3197.5,3050,3000,3100,3100,3200,3200,3200,3295,3200,3187.5,3100,3097.5,3200,3200,3200,3295,3397.5,3585,3180,3195,3095,3100,3100,3100,3250,3250,3150,3100,3060,3037.5,2850,3200,3272.5,3100,3125,3297.5,3295,2840,3010,3000,3118.5,3180,3070,2975,2960,2975,3050,2950
"10039","New York","NY","New York","New York",187,,,,,,,,,,,,,,,,,,,,,,,1450,1495,1500,1450,1450,1450,1450,1450,1500,1500,1500,1550,1550,1550,1500,1500,1500,1495,1500,1500,1550,1600,1600,1650,1650,1650,1625,1650,1650,1650,1650,1700,1800,1800,1800,1775,1750,1700,1700,1800,1800,1900,1915,1900,1800,1950,1800,1997.5,1900,1825,1775,1797.5,1800,1995,1800,1800,1850,1816.5,1950,1950,1999,1995,1912.5
"60621","Chicago","IL","Chicago","Cook",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,950,1000,1100,1000,1000,1000,1100,1000,1000,1000,1100,1050
"02132","Boston","MA","Boston","Suffolk",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,1900,1895,1932.5,1890,1917.5,1995,1925,1995,1995,2100,1995,1975
"10038","New York","NY","New York","New York",190,,,,,,2900,2990,3000,2995,3095,3072.5,3100,3010,3050,3000,2992,3020,3032.5,3100,3169,3200,3200,3247,3250,3212.5,3195,3195,3195,3200,3175,3195,3200,3249.5,3250,3275,3250,3250,3250,3260,3210,3225,3250,3275,3195,3230,3300,3300,3375,3326,3300,3302.5,3167.5,3295,3620,3712.5,3505,3450,3625,3495,3495,3500,3410,3395,3400,3362.5,3350,3395,3395,3527.5,3495,3457.5,3500,3446,3355,3350,3350,3393.5,3395,3480,3600,3595,3700,3600,3525,3485
"33304","Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1400,1350,1250,1350,1200,1297.5,1300,1325,1350,1500,1497.5,1450,1300,1250,1350,1400,1325,1325,1250,1350,1300,1250,1300,1295,1275,1300,1350,1300,1300,1300,1350,1290,1250,1295
