"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-10-31,61639,"10025","NY","New York","New York","New York",0,1315800,0.00527160210864084,0.0144167758846658,0.179878048780488,0.113374868786405,0.0565059054409964,"2017-10","2017-Q4",1315800,0,"2017-10"
2017-10-31,84654,"60657","IL","Chicago","Cook","Chicago",1,322500,-0.00555041628122109,-0.0043223217042297,0.018957345971564,0.039116721517221,-0.000371333508277671,"2017-06","2017-Q2",324700,-0.0067754850631352,"2017-04"
2017-10-31,84616,"60614","IL","Chicago","Cook","Chicago",2,403800,-0.0175182481751825,-0.0158420667804046,-0.000742390497401633,0.0489332177564854,0.00142265860722568,"2017-02","2017-Q1",415200,-0.0274566473988439,"2016-10"
2017-10-31,93144,"79936","TX","El Paso","El Paso","El Paso",3,116500,0.015693112467306,0.0183566433566434,0.023725834797891,0.00155226687442411,-0.0113597792506921,"2007-12","2007-Q4",131100,-0.111365369946606,"2006-09"
2017-10-31,84640,"60640","IL","Chicago","Cook","Chicago",4,210700,0.000474833808167142,0.022319262493935,0.0641414141414141,0.0507507935454601,-0.0103491480172613,"2007-02","2007-Q1",237800,-0.113961312026913,"2003-09"
2017-10-31,91733,"77084","TX","Houston","Harris","Houston",5,163300,0.0111455108359133,0.0231829573934837,0.0187149095446039,0.0834123267310256,0.0236992075737956,"2017-10","2017-Q4",163300,0,"2017-10"
2017-10-31,97564,"94109","CA","San Francisco","San Francisco","San Francisco",6,1133700,-0.000881290208865779,-0.0142596295974263,0.0231949458483755,0.0817376303498349,0.0335560982887257,"2017-06","2017-Q2",1152400,-0.0162270045123221,"2017-03"
2017-10-31,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",7,322500,0.0100219229564673,0.0231598984771574,0.0732113144758735,0.099941920332683,0.0446818390257409,"2017-10","2017-Q4",322500,0,"2017-10"
2017-10-31,62037,"11226","NY","New York","Kings","New York",8,653500,0.00399446919649716,0.0134925558312655,0.0981347672660057,0.117071262416059,0.0410377509741091,"2017-10","2017-Q4",653500,0,"2017-10"
2017-10-31,91940,"77449","TX","Houston","Harris","Cypress",9,166200,0.014032946918853,0.0259259259259259,0.0278293135435993,0.0918634033525785,0.0223807870254047,"2017-10","2017-Q4",166200,0,"2017-10"
2017-10-31,61630,"10016","NY","New York","New York","New York",10,1114000,-0.00313199105145414,-0.000896860986547085,0.198751748628,0.102274242736793,0.0462516314168964,"2017-08","2017-Q3",1126800,-0.0113596024139155,"2017-07"
2017-10-31,71831,"32162","FL","The Villages","Sumter","The Villages",11,246300,-0.0016214025131739,-0.00525040387722132,-0.000811359026369168,0.0415902237850923,0.00184563779125768,"2007-01","2007-Q1",253700,-0.0291683090264091,"2006-09"
2017-10-31,62045,"11235","NY","New York","Kings","New York",12,573600,0.0186467767714438,0.051126992853216,0.20251572327044,0.0812673768198886,0.0341980602232845,"2017-10","2017-Q4",573600,0,"2017-10"
2017-10-31,84646,"60647","IL","Chicago","Cook","Chicago",13,330400,-0.00211416490486258,-0.00120918984280532,0.0360614612731264,0.0831635987861967,0.00793220877744405,"2017-09","2017-Q3",331100,-0.00211416490486258,"2017-06"
2017-10-31,74242,"37211","TN","Nashville","Davidson","Nashville",14,234500,0.00947051226861817,0.0312225153913808,0.130665380906461,0.116104441865962,0.0453473791009711,"2017-10","2017-Q4",234500,0,"2017-10"
2017-10-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",15,579400,0.000518045242617855,0.00852915578764143,0.0688064932669249,0.0971252028004623,,"2017-10","2017-Q4",579400,0,"2017-10"
2017-10-31,74101,"37013","TN","Nashville","Davidson","Nashville",16,196000,0.00926879505664264,0.0348468848996832,0.142857142857143,0.091696202200062,0.0282802442389172,"2017-10","2017-Q4",196000,0,"2017-10"
2017-10-31,84620,"60618","IL","Chicago","Cook","Chicago",17,330300,-0.00361990950226244,-0.00422068133855894,0.0147465437788018,0.0682811661166416,-0.0056911747242081,"2007-03","2007-Q1",351100,-0.0592423810880091,"2005-11"
2017-10-31,61703,"10128","NY","New York","New York","New York",18,1442600,0.0123508771929825,0.0655931452208598,0.366875118438507,0.123248914749814,0.049224373961837,"2017-10","2017-Q4",1442600,0,"2017-10"
2017-10-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,183700,0.00823271130625686,0.0233983286908078,0.0837758112094395,0.0638584631848695,0.013214419011002,"2017-10","2017-Q4",183700,0,"2017-10"
2017-10-31,71067,"30349","GA","Atlanta","Clayton","Riverdale",20,125600,0,0.0466666666666667,0.197330791229743,0.164711610211135,-0.00865023671634602,"2006-04","2006-Q2",142500,-0.11859649122807,"2003-11"
2017-10-31,93123,"79912","TX","El Paso","El Paso","El Paso",21,175600,0.0173812282734647,0.0281030444964871,0.0378250591016548,0.000342036335858387,-0.00737936722233345,"2007-12","2007-Q4",189700,-0.0743278861360042,"2006-09"
2017-10-31,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",22,1294900,-0.0022345507782401,-0.00614014889861079,0.0280247697681804,0.103824021815114,0.0223797912092234,"2017-05","2017-Q2",1311100,-0.0123560369155671,"2017-04"
2017-10-31,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",23,402500,0.0125786163522013,0.036036036036036,0.106681330767116,0.175932980172904,-0.00377150351424405,"2006-08","2006-Q3",468000,-0.139957264957265,"2005-02"
2017-10-31,61796,"10456","NY","New York","Bronx","New York",24,348300,0.00810419681620839,0.0286473715298287,0.0901408450704225,0.0587581500719352,,"2017-10","2017-Q4",348300,0,"2017-10"
2017-10-31,84615,"60613","IL","Chicago","Cook","Chicago",25,209200,-0.00190839694656489,0.0130750605326877,0.0560323069156991,0.0420040487751923,-0.014173618981646,"2007-09","2007-Q3",241400,-0.133388566694283,"2002-09"
2017-10-31,66133,"20009","DC","Washington","District of Columbia","Washington",26,543100,-0.00147085861371576,-0.00984503190519599,-0.000184094256259205,0.0382330805925419,0.0190731285151571,"2017-03","2017-Q1",559900,-0.0300053580996607,"2016-10"
2017-10-31,66126,"20002","DC","Washington","District of Columbia","Washington",27,603300,0.00499750124937531,0.00566761126854476,0.0242784380305603,0.0916215453127713,,"2017-03","2017-Q1",607500,-0.00691358024691358,"2017-02"
2017-10-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",28,204000,0.00245700245700246,0.0114030738720873,0.0266733769501761,0.0261479351354816,-0.00961806619988781,"2007-07","2007-Q3",225900,-0.0969455511288181,"2005-12"
2017-10-31,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",29,180000,0.00671140939597316,-0.010989010989011,-0.0180032733224223,0.0319608793804047,0.00362686608554075,"2017-04","2017-Q2",192500,-0.0649350649350649,"2016-07"
2017-10-31,91685,"77036","TX","Houston","Harris","Houston",30,116600,0.0192307692307692,0.0938086303939962,0.06,0.113878772475242,0.0332139363648698,"2016-08","2016-Q3",117600,-0.00850340136054422,"2016-07"
2017-10-31,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",31,173000,0.00639906922629436,0.025489033787789,0.0732009925558313,0.139368641765071,0.00634294851229211,"2017-10","2017-Q4",173000,0,"2017-10"
2017-10-31,61803,"10463","NY","New York","Bronx","New York",32,498000,0.0117838277123121,0.0253242742433601,0.0885245901639344,0.0627758640183493,0.0117261122426009,"2008-11","2008-Q4",560400,-0.11134903640257,"2008-06"
2017-10-31,84630,"60629","IL","Chicago","Cook","Chicago",33,158200,0.000632511068943707,0.00957243139757498,0.0173633440514469,0.0598498603046078,-0.0354648429276562,"2006-08","2006-Q3",233300,-0.321903129018431,"2003-05"
2017-10-31,84627,"60625","IL","Chicago","Cook","Chicago",34,266500,0.00301091456529921,0.00794251134644478,0.0414224306369676,0.0589855275761191,-0.0149107022818555,"2007-10","2007-Q4",309700,-0.139489828866645,"2004-09"
2017-10-31,62017,"11206","NY","New York","Kings","New York",35,693200,0.0216654384672071,0.0722351121423047,0.26059283506092,0.120193893135271,0.0665364856863535,"2017-10","2017-Q4",693200,0,"2017-10"
2017-10-31,62040,"11230","NY","New York","Kings","New York",36,842800,0.000950118764845606,0.0122507806870046,0.0629335351242275,0.0971685357241185,0.0325003671098285,"2017-10","2017-Q4",842800,0,"2017-10"
2017-10-31,62020,"11209","NY","New York","Kings","New York",37,831200,0.0146484375,0.0696178098056878,0.284103197898965,0.108421112811928,0.0480417212290831,"2017-10","2017-Q4",831200,0,"2017-10"
2017-10-31,62012,"11201","NY","New York","Kings","New York",38,1173700,0.00729488499828356,0.0320056273630528,0.256100171232877,0.134283255871472,0.0961170927657633,"2017-10","2017-Q4",1173700,0,"2017-10"
2017-10-31,92551,"78613","TX","Austin","Williamson","Cedar Park",39,278700,0.0108813928182807,0.0193855157278713,0.0715109573241061,0.0836564655395671,0.0334804346188962,"2017-10","2017-Q4",278700,0,"2017-10"
2017-10-31,62023,"11212","NY","New York","Kings","New York",40,392800,-0.00958144225920323,-0.0100806451612903,0.0820936639118457,0.0662654174665247,0.00783771909319197,"2017-08","2017-Q3",398600,-0.014550928248871,"2017-05"
2017-10-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",41,126200,-0.00158227848101266,0.00397772474144789,0.0226904376012966,0.0106319896677673,0.0140180868125614,"2017-09","2017-Q3",126400,-0.00158227848101266,"2017-08"
2017-10-31,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",42,325200,0.0118232731798382,0.0261912275165667,0.0572171651495449,0.0857770368071142,0.0352879437951785,"2017-10","2017-Q4",325200,0,"2017-10"
2017-10-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",43,245000,0.00368701351904957,0.011143210895584,0.0647544545849631,0.104873686558717,0.000245228388294993,"2006-04","2006-Q2",259400,-0.0555127216653816,"2005-11"
2017-10-31,92271,"78130","TX","San Antonio","Comal","New Braunfels",44,205300,0.0178482895389192,0.0295887662988967,0.0799579168858496,0.0672091980197729,0.0323641485561363,"2017-10","2017-Q4",205300,0,"2017-10"
2017-10-31,62025,"11214","NY","New York","Kings","New York",45,658400,0.00167351285562148,0.00688178620584187,0.0949609180109762,0.0755701290046069,0.0396712285041236,"2017-10","2017-Q4",658400,0,"2017-10"
2017-10-31,92481,"78521","TX","Brownsville","Cameron","Brownsville",46,75100,0.0217687074829932,0.0387275242047026,0.125937031484258,0.033151121956456,0.0372423044324754,"2017-10","2017-Q4",75100,0,"2017-10"
2017-10-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",47,220300,0.00501824817518248,0.0260829063809967,0.0960199004975124,0.099821511430852,0.011498386278701,"2017-10","2017-Q4",220300,0,"2017-10"
2017-10-31,70874,"30096","GA","Atlanta","Gwinnett","Duluth",48,203500,-0.0014720314033366,0.0114314115308151,0.0582423296931877,0.102908774827928,0.0104539087554532,"2017-09","2017-Q3",203800,-0.0014720314033366,"2017-09"
2017-10-31,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",49,253400,-0.000394477317554241,-0.000788643533123028,0.0164460489370237,0.0221576781193562,-0.00450361272556954,"2007-03","2007-Q1",266300,-0.0484416072099136,"2005-11"
2017-10-31,97711,"94501","CA","San Francisco","Alameda","Alameda",50,936900,0.0124270585692673,0.017705844014773,0.0512791741472172,0.112453595066694,0.0364741063273699,"2017-10","2017-Q4",936900,0,"2017-10"
2017-10-31,60545,"07030","NJ","New York","Hudson","Hoboken",51,769300,0.00509537496733734,0.0134369648267685,0.0902777777777778,0.0967474271128128,0.0438412860113324,"2017-10","2017-Q4",769300,0,"2017-10"
2017-10-31,84621,"60619","IL","Chicago","Cook","Chicago",52,143500,0.000697350069735007,0.00209497206703911,0.0235378031383738,0.0324881806769777,-0.0199291370221452,"2007-09","2007-Q3",176300,-0.186046511627907,"2005-01"
2017-10-31,89925,"73099","OK","Oklahoma City","Canadian","Yukon",53,158500,0.00316455696202532,0.00634920634920635,0.00316455696202532,0.0254262222086781,,"2017-10","2017-Q4",158500,0,"2017-10"
2017-10-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",54,1373900,-0.00326465467208358,0.00755353476092696,0.0908296943231441,0.122338442334813,0.0522108257171945,"2017-09","2017-Q3",1378400,-0.00326465467208358,"2017-08"
2017-10-31,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",55,335200,0.00479616306954436,0.0157575757575758,0.0484829527682202,0.0669750864415142,0.0175405288882597,"2017-10","2017-Q4",335200,0,"2017-10"
2017-10-31,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",56,195400,0.0203655352480418,0.00773594636410521,0.107082152974504,0.118942768075046,0.0405572592275119,"2017-10","2017-Q4",195400,0,"2017-10"
2017-10-31,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",57,1071500,0.00515947467166979,0.0301894048649168,0.0810129136400323,0.108360521203167,0.0328723175532255,"2017-10","2017-Q4",1071500,0,"2017-10"
2017-10-31,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",58,339300,0.00563129816241849,0.0170863309352518,-0.0396263798471554,0.0690438444877683,-0.00428848343595356,"2006-08","2006-Q3",401900,-0.155760139338144,"2005-08"
2017-10-31,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",59,358500,-0.0121245522182419,-0.00857300884955752,-0.0409309791332263,0.0671804954854907,0.000559598535404549,"2017-01","2017-Q1",376600,-0.0480616038236856,"2016-03"
2017-10-31,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",60,160000,0.00628930817610063,0.0178117048346056,0.132342533616419,0.0743248856013994,0.0207456943761102,"2017-10","2017-Q4",160000,0,"2017-10"
2017-10-31,91889,"77379","TX","Houston","Harris","Tomball",61,237100,0.0119504908237303,0.0556544968833482,0.0665766981556455,0.0615321279560077,0.0248463624903492,"2017-10","2017-Q4",237100,0,"2017-10"
2017-10-31,62088,"11377","NY","New York","Queens","New York",62,598200,0.0145861601085482,0.0898159956276189,0.354312882046638,0.177291874159206,0.0706689174451793,"2017-10","2017-Q4",598200,0,"2017-10"
2017-10-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",63,409600,0.00244738130200685,0.0151177199504337,0.105831533477322,0.120886892266312,-0.00304883166586534,"2007-04","2007-Q2",431400,-0.0505331478905888,"2006-07"
2017-10-31,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",64,277500,0.00434310532030402,0.0161113145367997,0.0664873174481168,0.129574161515266,0.00684542038194547,"2006-03","2006-Q1",327500,-0.152671755725191,"2005-05"
2017-10-31,62044,"11234","NY","New York","Kings","New York",65,553400,-0.00592778875516436,-0.00539180445722502,0.080859375,0.0557117147982447,0.0134688557560976,"2017-08","2017-Q3",557500,-0.0073542600896861,"2017-05"
2017-10-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",66,450000,0.00693667487133587,0.015572105619499,0.0548523206751055,0.0888624888199654,-0.0000222195065953112,"2006-11","2006-Q4",482600,-0.0675507666804807,"2005-12"
2017-10-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",67,428200,0.00800376647834275,0.0204957102001907,0.075069043434597,0.104420477112215,-0.00173484910334876,"2006-09","2006-Q3",458700,-0.0664922607368651,"2005-12"
2017-10-31,62018,"11207","NY","New York","Kings","New York",68,377300,0.0077457264957265,0.0120708154506438,0.0559753708368318,0.059354900671861,0.00165827931737783,"2017-10","2017-Q4",377300,0,"2017-10"
2017-10-31,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",69,228100,0.00973882248782647,0.0155832591273375,0.0856734888148501,0.0903670373846344,0.0407427290303879,"2017-10","2017-Q4",228100,0,"2017-10"
2017-10-31,84619,"60617","IL","Chicago","Cook","Chicago",70,118600,0.00338409475465313,0.0145423438836612,0.0295138888888889,0.0162802211179356,-0.0288281644120102,"2007-03","2007-Q1",163800,-0.275946275946276,"2003-11"
2017-10-31,76953,"44035","OH","Cleveland","Lorain","Elyria",71,93300,0.00214822771213749,0.00647249190938511,0.030939226519337,0.0276647210211802,-0.0162417326336568,"2006-09","2006-Q3",114600,-0.18586387434555,"2000-03"
2017-10-31,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",72,198100,-0.00151209677419355,0.00151668351870576,0.0195573854863613,0.0225490547674241,-0.0075514641986234,"2007-09","2007-Q3",213900,-0.0738662926601216,"2006-02"
2017-10-31,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",73,70700,0.00141643059490085,-0.00141242937853107,0.0583832335329341,0.0361426280274006,0.00171334813970692,"2009-03","2009-Q1",74100,-0.0458839406207827,"2008-10"
2017-10-31,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",74,198100,-0.00352112676056338,0.00865580448065173,0.0878638110928062,0.0857352795516217,0.0115547124301261,"2005-07","2005-Q3",201400,-0.0163853028798411,"2004-12"
2017-10-31,92617,"78704","TX","Austin","Travis","Austin",75,513600,-0.00753623188405797,-0.00753623188405797,0.0475219253518254,0.0881189649506025,0.0544322654425269,"2017-04","2017-Q2",525000,-0.0217142857142857,"2017-03"
2017-10-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",76,618300,0.00226941157399903,-0.000161707632600259,0.0673226307612636,0.0828479110916949,0.0077257952426748,"2006-06","2006-Q2",641800,-0.0366157681520723,"2006-01"
2017-10-31,61148,"08701","NJ","New York","Ocean","Lakewood Township",77,294700,-0.000678195998643608,-0.00472813238770686,-0.0394393741851369,0.0490975612032141,0.00349340818522514,"2006-03","2006-Q1",319300,-0.0770435327278422,"2005-04"
2017-10-31,95048,"85710","AZ","Tucson","Pima","Tucson",78,168300,0.00778443113772455,0.0231003039513678,0.0823151125401929,0.0569311272456803,-0.0137540649982263,"2006-05","2006-Q2",204600,-0.17741935483871,"2005-05"
2017-10-31,87074,"66062","KS","Kansas City","Johnson","Olathe",79,241600,0.031596925704526,0.0467937608318891,0.0824372759856631,0.0574788170035372,0.0212414280764166,"2017-10","2017-Q4",241600,0,"2017-10"
2017-10-31,92654,"78745","TX","Austin","Travis","Austin",80,287200,0.0249821556031406,0.0417120058034095,0.114906832298137,0.11466822134564,0.0560318573513252,"2017-10","2017-Q4",287200,0,"2017-10"
2017-10-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",81,506700,0.00197745699031046,0.00316768956642249,0.0549656464709556,0.079781850714824,0.0135255884957801,"2006-01","2006-Q1",528900,-0.0419739081111741,"2005-08"
2017-10-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",82,494200,-0.000202306291725673,0.00774877650897227,0.0713201820940819,0.0849111845393575,0.00283613457637411,"2006-05","2006-Q2",546300,-0.0953688449569833,"2004-10"
2017-10-31,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",83,868400,0.00416281221091582,0.0104724226204329,0.0652600588812561,0.104338214831955,0.0337018694220788,"2017-10","2017-Q4",868400,0,"2017-10"
2017-10-31,61790,"10314","NY","New York","Richmond","New York",84,503200,0.0037901456213844,0.0194489465153971,0.139750849377123,0.0672622342011626,0.0202224690176893,"2017-10","2017-Q4",503200,0,"2017-10"
2017-10-31,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",85,243700,0.00453421269579555,-0.021285140562249,0.0256734006734007,0.0301154368322165,-0.00713868694133746,"2007-09","2007-Q3",262100,-0.0702022128958413,"2006-08"
2017-10-31,97764,"94558","CA","Napa","Napa","Napa",86,614100,0.00114118030648843,-0.00065093572009764,0.0422606924643585,0.108325396673306,0.00625100799341971,"2006-02","2006-Q1",621700,-0.0122245456007721,"2005-09"
2017-10-31,62026,"11215","NY","New York","Kings","New York",87,1218300,-0.00090208299163523,0.0107856965070937,0.218543708741748,0.121397287919995,0.0797531615332803,"2017-09","2017-Q3",1219400,-0.00090208299163523,"2017-09"
2017-10-31,99534,"98052","WA","Seattle","King","Redmond",88,796300,0.00479495268138801,0.0195902688860435,0.170340975896531,0.128230325653207,0.0420820002294027,"2017-10","2017-Q4",796300,0,"2017-10"
2017-10-31,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",89,329800,0.00426309378806334,0.0201051654809774,0.0449936628643853,0.0855270917904287,0.0157091485601466,"2017-10","2017-Q4",329800,0,"2017-10"
2017-10-31,71864,"32210","FL","Jacksonville","Duval","Jacksonville",90,120700,0.0016597510373444,0.00751252086811352,0.120705663881151,0.115758925075917,-0.0156342129100951,"2007-05","2007-Q2",145400,-0.169876203576341,"2005-07"
2017-10-31,60081,"06010","CT","Hartford","Hartford","Bristol",91,175000,0.00459242250287026,0.013317892298784,0.00229095074455899,0.00475273534840648,-0.0206931543672252,"2007-04","2007-Q2",219200,-0.201642335766423,"2004-06"
2017-10-31,62032,"11221","NY","New York","Kings","New York",92,985500,-0.0120300751879699,-0.0262819879458552,0.0447365631294392,0.17954642459009,0.0776568605430987,"2017-06","2017-Q2",1020100,-0.0339182433094795,"2017-01"
2017-10-31,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",93,214000,0.0103871576959396,0.0278578290105668,0.0775427995971803,0.140708828014144,,"2017-10","2017-Q4",214000,0,"2017-10"
2017-10-31,84612,"60610","IL","Chicago","Cook","Chicago",94,271500,-0.0011037527593819,0.0253021148036254,0.11224907824662,0.0545272862807118,-0.00160634263329562,"2008-02","2008-Q1",283200,-0.0413135593220339,"2007-06"
2017-10-31,71005,"30281","GA","Atlanta","Henry","Stockbridge",95,148700,-0.00335120643431635,0.00405131667792032,0.0613847251962884,0.108612064615815,-0.00284664738633233,"2006-12","2006-Q4",157800,-0.0576679340937896,"2005-06"
2017-10-31,95804,"89108","NV","Las Vegas","Clark","Las Vegas",96,182900,0.0155469183786785,0.046937607326846,0.143125,0.170344560074901,-0.0214125154744943,"2006-06","2006-Q2",249300,-0.266345768150822,"2004-08"
2017-10-31,92336,"78240","TX","San Antonio","Bexar","San Antonio",97,172400,0.0141176470588235,0.0111436950146628,0.0668316831683168,0.0595518249609146,0.0156523796592558,"2017-10","2017-Q4",172400,0,"2017-10"
2017-10-31,94820,"85225","AZ","Phoenix","Maricopa","Chandler",98,240700,0.00333472280116715,0.0121951219512195,0.0664599025254763,0.104705084345393,0.00312749702190307,"2006-03","2006-Q1",257600,-0.0656055900621118,"2005-10"
2017-10-31,91926,"77433","TX","Houston","Harris","Cypress",99,229900,0.0186087727071334,0.0653382761816497,0.0712954333643989,0.0583964650544579,0.029022008291574,"2017-10","2017-Q4",229900,0,"2017-10"
2017-10-31,58669,"02169","MA","Boston","Norfolk","Quincy",100,387300,0.00284826514759192,0.00440871369294606,0.0308756986957679,0.0655908538624663,0.0181630245061155,"2017-10","2017-Q4",387300,0,"2017-10"
2017-10-31,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",101,200600,-0.00347739692001987,0.00350175087543772,0.0250383239652529,0.0964263004484252,-0.0077819171046325,"2006-01","2006-Q1",272900,-0.264932209600586,"2005-01"
2017-10-31,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",102,142000,0,-0.00560224089635854,0.0113960113960114,0.0225791295245139,0.0121870353554152,"2017-07","2017-Q3",142800,-0.00560224089635854,"2017-01"
2017-10-31,97431,"93722","CA","Fresno","Fresno","Fresno",103,230400,0.0078740157480315,0.0176678445229682,0.0736253494874185,0.0984080289946285,-0.0101709843800902,"2006-04","2006-Q2",307600,-0.250975292587776,"2004-09"
2017-10-31,79040,"48180","MI","Detroit","Wayne","Taylor",104,91600,0.0043859649122807,0.0280583613916947,0.0943847072879331,0.0976036075821021,-0.0159700423280601,"2005-08","2005-Q3",123200,-0.256493506493506,"2000-01"
2017-10-31,92341,"78245","TX","San Antonio","Bexar","San Antonio",105,155600,0.0176586003924133,0.0103896103896104,0.119424460431655,0.06475533694112,0.0218124869218759,"2017-10","2017-Q4",155600,0,"2017-10"
2017-10-31,65133,"17603","PA","Lancaster","Lancaster","Lancaster",106,148400,0.00134952766531714,0.0108991825613079,0.0502476999292286,0.0243198817617776,0.00308401751102783,"2017-10","2017-Q4",148400,0,"2017-10"
2017-10-31,98304,"95608","CA","Sacramento","Sacramento","Carmichael",107,383300,0.0124141574220814,0.0229516946890846,0.0846066779852858,0.0915102661272571,0.00313180470810148,"2005-12","2005-Q4",444900,-0.138458080467521,"2004-11"
2017-10-31,94890,"85308","AZ","Phoenix","Maricopa","Glendale",108,272800,0.00220426157237326,0.00962250185048113,0.0480215136381099,0.0834806602640483,-0.00210160207304744,"2006-01","2006-Q1",317000,-0.139432176656151,"2005-07"
2017-10-31,97740,"94533","CA","Vallejo","Solano","Fairfield",109,355000,0.00967007963594994,0.0304789550072569,0.117054751415985,0.156356142227381,-0.00323737691810522,"2006-04","2006-Q2",425900,-0.166471002582766,"2005-01"
2017-10-31,84613,"60611","IL","Chicago","Cook","Chicago",110,306500,-0.00809061488673139,-0.0251272264631043,0.0386309725516774,0.024170624081054,-0.00152064633672133,"2009-04","2009-Q2",346000,-0.114161849710983,"2006-08"
2017-10-31,63776,"14850","NY","Ithaca","Tompkins","Ithaca",111,249800,-0.00596896140071628,-0.0276372129233165,0.0154471544715447,0.0494909216895147,0.025814203645049,"2017-07","2017-Q3",256900,-0.0276372129233165,"2017-05"
2017-10-31,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",112,212100,0.0143472022955524,0.00283687943262411,0.0882503848127245,0.039203316253746,-0.00597518064720914,"2007-08","2007-Q3",226000,-0.0615044247787611,"2006-09"
2017-10-31,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",113,248900,0.00484457004440856,0.0255459414915534,0.100840336134454,0.149530880045498,-0.000919399614990102,"2006-06","2006-Q2",280000,-0.111071428571429,"2005-08"
2017-10-31,93203,"80013","CO","Denver","Arapahoe","Aurora",114,315800,0.00733652312599681,0.0226683937823834,0.084478021978022,0.121623850103759,0.0489088964946245,"2017-10","2017-Q4",315800,0,"2017-10"
2017-10-31,66705,"20906","MD","Washington","Montgomery","Silver Spring",115,327800,0,0.00122174709835064,0.024375,0.0447962809589642,-0.0147717772613939,"2007-03","2007-Q1",394300,-0.168653309662693,"2005-02"
2017-10-31,74156,"37075","TN","Nashville","Sumner","Hendersonville",116,265800,0.00529500756429652,0.0207373271889401,0.0765492102065614,0.0677688318509913,0.0301460169198133,"2017-10","2017-Q4",265800,0,"2017-10"
2017-10-31,62022,"11211","NY","New York","Kings","New York",117,1076500,0.0121286197818729,0.00786443216927254,-0.0249094202898551,0.105079624938655,,"2016-09","2016-Q3",1105600,-0.0263205499276411,"2016-08"
2017-10-31,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",118,1215900,0.0000822503701266656,-0.00920795306388527,0.0286802030456853,0.117559691980324,0.0409183773392283,"2017-06","2017-Q2",1230200,-0.0116241261583482,"2017-05"
2017-10-31,62085,"11373","NY","New York","Queens","New York",119,537100,0.0174275430952832,0.0826446280991736,0.364583333333333,0.144175447191648,,"2017-10","2017-Q4",537100,0,"2017-10"
2017-10-31,62093,"11385","NY","New York","Queens","New York",120,639800,-0.00806201550387597,0.00455330507143979,0.097992105714776,0.0919110214473762,0.0260540348711058,"2017-09","2017-Q3",645000,-0.00806201550387597,"2017-08"
2017-10-31,94870,"85281","AZ","Phoenix","Maricopa","Tempe",121,224100,0.00358262427227944,0.0131103074141049,0.0748201438848921,0.103428654720656,-0.00285513901855705,"2006-08","2006-Q3",240400,-0.0678036605657238,"2005-12"
