"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-10-31,80261,"50266","IA","Des Moines","Polk","West Des Moines",1799,220900,0.00775547445255474,0.0142332415059688,0.0489078822412156,0.0503411863943306,0.0222301782249057,"2017-10","2017-Q4",220900,0,"2017-10"
2017-10-31,79076,"48221","MI","Detroit","Wayne","Detroit",1800,59200,-0.00671140939597316,0.0609318996415771,0.278617710583153,0.100951339689478,-0.0486688680474734,"2005-12","2005-Q4",111400,-0.468581687612208,
2017-10-31,100155,"99206","WA","Spokane","Spokane","Spokane Valley",1801,215900,0.00746616892207186,0.0320267686424474,0.112886597938144,0.0629589488760358,0.0160612420299198,"2017-10","2017-Q4",215900,0,"2017-10"
2017-10-31,72436,"33133","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1802,585800,0.00428595919766844,0.00445816186556927,0.0196692776327241,0.0916853511885984,0.00830493946005184,"2017-10","2017-Q4",585800,0,"2017-10"
2017-10-31,92448,"78414","TX","Corpus Christi","Nueces","Corpus Christi",1803,196200,0.0123839009287926,0.0229405630865485,0.0469583778014941,0.0488126158060489,0.0145562525832788,"2017-10","2017-Q4",196200,0,"2017-10"
2017-10-31,66818,"21208","MD","Baltimore","Baltimore","Pikesville",1804,235900,-0.000423728813559322,0.00682885189927443,0.0176876617773943,0.0432404132513853,-0.0144641190072857,"2007-03","2007-Q1",278400,-0.152658045977011,"2005-09"
2017-10-31,99182,"97305","OR","Salem","Marion","Hayesville",1805,229100,0.00394390885188431,0.0155141843971631,0.129127649088221,0.0983880005436035,0.0169264581396047,"2017-10","2017-Q4",229100,0,"2017-10"
2017-10-31,84330,"60074","IL","Chicago","Cook","Palatine",1806,193700,0,0.0104329681794471,0.00518941359626362,0.0552942725171099,-0.0268149976375006,"2006-12","2006-Q4",261200,-0.258422664624809,"2002-10"
2017-10-31,71036,"30316","GA","Atlanta","Fulton","Atlanta",1807,231700,0.00739130434782609,0.0234098939929329,0.0903529411764706,0.154026871258173,0.0272952422214325,"2017-10","2017-Q4",231700,0,"2017-10"
2017-10-31,92658,"78749","TX","Austin","Travis","Austin",1808,345100,0.0197990543735225,0.0292275574112735,0.0710738671632526,0.0830319802298975,0.0384238880340806,"2017-10","2017-Q4",345100,0,"2017-10"
2017-10-31,65738,"19063","PA","Philadelphia","Delaware","Middletown Township",1809,359700,0.00954252034802133,0.022746659084447,0.0566980023501763,0.0358618058608275,0.00415220868981181,"2017-10","2017-Q4",359700,0,"2017-10"
2017-10-31,99511,"98026","WA","Seattle","Snohomish","Edmonds",1810,505500,0.00837821663674446,0.0228652367462566,0.133408071748879,0.113654278971105,0.0268337580286913,"2017-10","2017-Q4",505500,0,"2017-10"
2017-10-31,85937,"63119","MO","St. Louis","Saint Louis","Webster Groves",1811,225800,0.0157444894287,0.0249659555152065,-0.0199652777777778,0.0424732536376602,0.00556990904581878,"2016-12","2016-Q4",231700,-0.0254639620198533,"2016-07"
2017-10-31,67606,"23231","VA","Richmond","Henrico","Henrico",1812,168500,0.00837821663674446,0.0255629945222155,0.071882951653944,0.0415004007883037,-0.00383477733962589,"2007-08","2007-Q3",175900,-0.0420693575895395,"2007-01"
2017-10-31,97784,"94578","CA","San Francisco","Alameda","San Leandro",1813,593300,0.00627544097693351,0.00901360544217687,0.0822692448011674,0.14092078477192,0.0163655288231066,"2017-10","2017-Q4",593300,0,"2017-10"
2017-10-31,73244,"34983","FL","Port St. Lucie","Saint Lucie","Port Saint Lucie",1814,183900,0.00877674163466813,0.0262276785714286,0.0907473309608541,0.161215207618391,0.00209016930761807,"2006-03","2006-Q1",229200,-0.197643979057592,"2005-03"
2017-10-31,96634,"92084","CA","San Diego","San Diego","Vista",1815,541400,0.00463907960660605,0.0108289768483943,0.0802075019952115,0.0914760594035087,0.0107079703465371,"2006-05","2006-Q2",544500,-0.00569329660238751,"2005-11"
2017-10-31,86608,"64804","MO","Joplin","Jasper","Joplin",1816,110200,0.00181818181818182,0.00639269406392694,0.0366886171213547,0.0247912196973663,0.0306290950063952,"2009-11","2009-Q4",111600,-0.0125448028673835,"2009-11"
2017-10-31,66212,"20110","VA","Washington","Prince William","Manassas",1817,296800,0.00101180438448567,0,0.00134952766531714,0.0430518234806669,-0.0111152843569488,"2006-06","2006-Q2",397100,-0.25258121380005,"2004-09"
2017-10-31,94467,"84107","UT","Salt Lake City","Salt Lake","Murray",1818,246200,0.0436625688851208,0.0621225194132873,0.147785547785548,0.0915228464623554,0.0111315129715202,"2017-10","2017-Q4",246200,0,"2017-10"
2017-10-31,96101,"90241","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Downey",1819,601800,0.00820908024794773,0.023469387755102,0.0819848975188781,0.0815758008700625,,"2017-10","2017-Q4",601800,0,"2017-10"
2017-10-31,71475,"31210","GA","Macon","Bibb","Macon",1820,166000,-0.00598802395209581,0.00484261501210654,0.0786224821312541,0.0159130653395623,-0.00975655924799768,"2007-03","2007-Q1",187800,-0.116080937167199,"2003-10"
2017-10-31,78298,"46835","IN","Fort Wayne","Allen","Fort Wayne",1821,125300,0.0228571428571429,0.0295809367296631,0.109831709477414,0.03035272793944,0.00593545931589357,"2017-10","2017-Q4",125300,0,"2017-10"
2017-10-31,72157,"32707","FL","Orlando","Seminole","Casselberry",1822,200700,0.00551102204408818,0.0203355363497712,0.118105849582173,0.113396552096473,-0.00796091461971449,"2006-08","2006-Q3",233600,-0.14083904109589,"2005-09"
2017-10-31,79019,"48154","MI","Detroit","Wayne","Livonia",1823,210100,0.00286396181384248,0.0159574468085106,0.0621840242669363,0.093303538256353,0.0153011652429769,"2005-10","2005-Q4",215000,-0.0227906976744186,"2004-05"
2017-10-31,88699,"70601","LA","Lake Charles","Calcasieu","Lake Charles",1824,115900,-0.00855431993156544,0.0432043204320432,0.18265306122449,0.110585155039311,0.034201849063827,"2017-09","2017-Q3",116900,-0.00855431993156544,"2017-09"
2017-10-31,96128,"90292","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1825,983600,-0.00716664984354497,-0.0146263273893007,0.0422803857157995,0.0921171857886895,0.0128616488014626,"2017-07","2017-Q3",998200,-0.0146263273893007,"2017-05"
2017-10-31,71499,"31313","GA","Hinesville","Liberty","Hinesville",1826,114600,-0.00607111882046834,0.0123674911660777,0.0710280373831776,0.0111860441656868,-0.00367672417776144,"2008-09","2008-Q3",129900,-0.117782909930716,"2007-05"
2017-10-31,62006,"11103","NY","New York","Queens","New York",1827,799900,-0.0232018561484919,-0.0301891367604268,0.0738354141495503,0.0939764928730988,0.0329355708910282,"2017-04","2017-Q2",833100,-0.0398511583243308,"2017-02"
2017-10-31,74400,"37643","TN","Johnson City","Carter","Elizabethton",1828,110800,-0.0027002700270027,0.00453309156844968,0.0916256157635468,0.0459701672681512,0.0191005652465863,"2017-09","2017-Q3",111100,-0.0027002700270027,"2017-09"
2017-10-31,62079,"11367","NY","New York","Queens","New York",1829,659800,0.0041089636280627,0.0301327088212334,0.163668430335097,0.0976967895425142,0.0507965199540263,"2017-10","2017-Q4",659800,0,"2017-10"
2017-10-31,90959,"75501","TX","Texarkana","Bowie","Texarkana",1830,76200,0.0119521912350598,0.0200803212851406,0.0353260869565217,0.0168277517356807,-0.00645751543793038,"2009-05","2009-Q2",85100,-0.104582843713279,"2005-02"
2017-10-31,96190,"90638","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","La Mirada",1831,557300,0.00251843856808779,0.00941858358992936,0.0574952561669829,0.0813656778762219,0.0076513265004936,"2006-07","2006-Q3",564200,-0.0122297057780929,"2006-04"
2017-10-31,72933,"33952","FL","Punta Gorda","Charlotte","Port Charlotte",1832,136700,0.00293470286133529,0.00588668138337013,0.0467075038284839,0.136177706185586,0.00581447274247138,"2006-05","2006-Q2",165200,-0.172518159806295,"2005-04"
2017-10-31,97704,"94404","CA","San Francisco","San Mateo","Foster City",1833,1447900,-0.00234272721008751,0.0119513558848197,0.0710111694651971,0.117663756286245,0.052305653637323,"2017-09","2017-Q3",1451300,-0.00234272721008751,"2017-09"
2017-10-31,97531,"94044","CA","San Francisco","San Mateo","Pacifica",1834,917600,-0.000544602984424355,0.00591975443981583,0.0723384363678859,0.114143520923704,0.0278644181053547,"2017-09","2017-Q3",918100,-0.000544602984424355,"2017-09"
2017-10-31,78998,"48127","MI","Detroit","Wayne","Dearborn Heights",1835,137200,-0.00435413642960813,-0.00435413642960813,0.0710382513661202,0.143413722030621,0.000145889587216841,"2005-07","2005-Q3",153200,-0.10443864229765,"2001-01"
2017-10-31,94792,"85086","AZ","Phoenix","Maricopa","Anthem",1836,340100,0.00443000590667454,0.011600237953599,0.037522879804759,0.0582919711238037,-0.00889870098649326,"2006-04","2006-Q2",429400,-0.207964601769911,"2005-04"
2017-10-31,97527,"94040","CA","San Jose","Santa Clara","Mountain View",1837,2025700,0.000197501604700538,0.00526028484938713,0.100864083473724,0.115368581556845,0.0682864987411007,"2017-10","2017-Q4",2025700,0,"2017-10"
2017-10-31,97434,"93726","CA","Fresno","Fresno","Fresno",1838,185700,0.00650406504065041,0.0208905992303463,0.101423487544484,0.0973576852589277,-0.0136686312676619,"2006-05","2006-Q2",255500,-0.273189823874755,"2004-11"
2017-10-31,71056,"30338","GA","Atlanta","Dekalb","Dunwoody",1839,464400,0.00172562553925798,0.019315188762072,0.0377653631284916,0.0698131734391665,0.0151925337047025,"2017-10","2017-Q4",464400,0,"2017-10"
2017-10-31,91443,"76513","TX","Killeen","Bell","Belton",1840,149700,0.0197547683923706,0.0324137931034483,0.0879360465116279,0.0387241552321096,0.0129700176564309,"2017-10","2017-Q4",149700,0,"2017-10"
2017-10-31,93448,"80524","CO","Fort Collins","Larimer","Fort Collins",1841,372400,0.00269251480883145,0.00458591853250607,0.0528696635566865,0.0862863560196638,0.0460510885988743,"2017-10","2017-Q4",372400,0,"2017-10"
2017-10-31,94880,"85296","AZ","Phoenix","Maricopa","Gilbert",1842,283800,0.00566973777462792,0.0153846153846154,0.062125748502994,0.0807278206805502,0.00113460288115408,"2006-01","2006-Q1",318800,-0.109786700125471,"2005-07"
2017-10-31,65783,"19115","PA","Philadelphia","Philadelphia","Philadelphia",1843,223000,0.00722673893405601,0.023405231757687,0.0494117647058823,0.0312486547371189,-0.00256435521389176,"2007-08","2007-Q3",231600,-0.03713298791019,"2005-09"
2017-10-31,71520,"31405","GA","Savannah","Chatham","Savannah",1844,160100,-0.00497203231821007,0.0100946372239748,0.0560686015831135,0.0431752295378869,0.00176593842982475,"2017-09","2017-Q3",160900,-0.00497203231821007,"2017-08"
2017-10-31,90007,"73401","OK","Ardmore","Carter","Ardmore",1845,101300,0.0150300601202405,0.0326197757390418,0.107103825136612,0.0480822979942055,,"2016-04","2016-Q2",101500,-0.00197044334975369,"2016-04"
2017-10-31,69710,"28092","NC","Charlotte","Lincoln","Lincolnton",1846,121100,-0.00329218106995885,0.0142378559463987,0.0979147778785132,0.0449501571985358,0.0103047576008948,"2017-09","2017-Q3",121500,-0.00329218106995885,"2017-09"
2017-10-31,88485,"70122","LA","New Orleans","Orleans","New Orleans",1847,175300,0.0115406809001731,0.0403560830860534,0.0132947976878613,0.0650801096578373,,"2017-10","2017-Q4",175300,0,"2017-10"
2017-10-31,82257,"55407","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1848,221300,0.0036281179138322,0.00774134790528233,0.0399436090225564,0.0846678959543907,0.010323221216217,"2017-10","2017-Q4",221300,0,"2017-10"
2017-10-31,93196,"80004","CO","Denver","Jefferson","Arvada",1849,371600,0.00351066702673508,0.0100570807284588,0.0414798206278027,0.108223227830389,0.0497380854144889,"2017-10","2017-Q4",371600,0,"2017-10"
2017-10-31,96117,"90266","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Manhattan Beach",1850,2262200,-0.00233737596471885,-0.00110389897116616,0.043450184501845,0.112531664909306,0.0421934271460451,"2017-01","2017-Q1",2289700,-0.0120103070271215,"2016-12"
2017-10-31,74656,"38118","TN","Memphis","Shelby","Memphis",1851,72400,-0.00957592339261286,0,0.162118780096308,0.0615803133832828,-0.00843489470834313,"2007-04","2007-Q2",82400,-0.121359223300971,"2002-06"
2017-10-31,78917,"48035","MI","Detroit","Macomb","Clinton Township",1852,135300,0.0150037509377344,0.0304645849200305,0.117258464079273,0.13072590789343,0.00595548083765696,"2005-12","2005-Q4",150000,-0.098,"2001-10"
2017-10-31,72765,"33702","FL","Tampa","Pinellas","Saint Petersburg",1853,173000,0.004062681369704,0.0218546958062611,0.128506196999348,0.148964134376482,0.00796843645330836,"2006-05","2006-Q2",177700,-0.0264490714687676,"2006-02"
2017-10-31,95213,"86442","AZ","Lake Havasu City","Mohave","Bullhead City",1854,142500,0.00564573041637262,0.0164051355206847,0.00422832980972516,0.0734034155465566,-0.0302304927088113,"2006-05","2006-Q2",216800,-0.342712177121771,"2004-08"
2017-10-31,94998,"85614","AZ","Tucson","Pima","Green Valley",1855,157300,0.00511182108626198,0.0168067226890756,0.0592592592592593,0.036006934760511,-0.0228964282184062,"2006-11","2006-Q4",220100,-0.285324852339846,"2005-03"
2017-10-31,73010,"34119","FL","Naples","Collier","Naples",1856,414700,0,0.00411622276029056,-0.0292602996254682,0.0683254003947147,,"2016-11","2016-Q4",432500,-0.0411560693641618,"2016-09"
2017-10-31,70235,"28803","NC","Asheville","Buncombe","Asheville",1857,260100,0.00347222222222222,0.016015625,0.0873745819397993,0.0707489989949053,0.0152810552016893,"2017-10","2017-Q4",260100,0,"2017-10"
2017-10-31,99890,"98584","WA","Shelton","Mason","Shelton",1858,219400,-0.000455580865603645,0.0266729059429106,0.135023279875841,0.0537107111068507,-0.00229527774646254,"2008-03","2008-Q1",224500,-0.02271714922049,"2007-01"
2017-10-31,72433,"33130","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1859,270900,0.00370507595405706,0.00931445603576751,-0.0279870828848224,0.0323795781443035,-0.0145930827126068,"2006-11","2006-Q4",337100,-0.196380895876594,"2005-06"
2017-10-31,96791,"92307","CA","Riverside","San Bernardino","Apple Valley",1860,250200,0.00401284109149278,0.0183150183150183,0.0683176771989752,0.119795313258568,-0.0182499154519508,"2006-07","2006-Q3",345900,-0.276669557675629,"2005-01"
2017-10-31,87128,"66212","KS","Kansas City","Johnson","Overland Park",1861,197200,0.0175438596491228,0.0351706036745407,0.10662177328844,0.0544199067419289,0.0235818774993046,"2017-10","2017-Q4",197200,0,"2017-10"
2017-10-31,95989,"90008","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1862,742200,0.00337974854670813,0.0132423208191126,0.0887487164441836,0.121251031029266,,"2017-10","2017-Q4",742200,0,"2017-10"
2017-10-31,58642,"02128","MA","Boston","Suffolk","Boston",1863,436800,-0.00364963503649635,0.000687285223367698,0.09036445332002,0.120137468589426,0.0477392333566411,"2017-08","2017-Q3",438600,-0.00410396716826265,"2017-08"
2017-10-31,79094,"48239","MI","Detroit","Wayne","Redford",1864,89300,0.0101809954751131,0.039580908032596,0.124685138539043,0.144877765822151,-0.0240383030398916,"2006-01","2006-Q1",131600,-0.321428571428571,"1997-12"
2017-10-31,71141,"30458","GA","Statesboro","Bulloch","Statesboro",1865,132100,-0.00601956358164033,0.00303720577069096,0.028816199376947,0.0204217294742983,,"2009-08","2009-Q3",151900,-0.130348913759052,
2017-10-31,74743,"38301","TN","Jackson","Madison","Jackson",1866,64400,0.0046801872074883,0.0337078651685393,0.010989010989011,0.0180148530970983,-0.00169221753566484,"2010-02","2010-Q1",68700,-0.0625909752547307,"2009-12"
2017-10-31,65066,"17404","PA","York","York","Manchester Township",1867,128100,0.00470588235294118,0.0182829888712242,0.0508613617719442,0.0234171656506599,-0.00567366031029326,"2007-11","2007-Q4",135600,-0.0553097345132743,"2006-08"
2017-10-31,97047,"92840","CA","Los Angeles-Long Beach-Anaheim","Orange","Garden Grove",1868,558200,0.00125560538116592,0.00612833453496756,0.0524132730015083,0.0929023532783257,0.00099068663243651,"2006-07","2006-Q3",617200,-0.0955930006480881,"2005-09"
2017-10-31,65797,"19130","PA","Philadelphia","Philadelphia","Philadelphia",1869,364600,0.00385462555066079,0.0167317345231456,0.0673302107728337,0.0576427877815784,0.0181427580917444,"2017-10","2017-Q4",364600,0,"2017-10"
2017-10-31,72348,"33010","FL","Miami-Fort Lauderdale","Miami-Dade","Hialeah",1870,274800,0.0162721893491124,0.053680981595092,0.132728771640561,0.144073017205681,-0.0140597836372562,"2007-03","2007-Q1",323200,-0.149752475247525,"2005-12"
2017-10-31,97577,"94123","CA","San Francisco","San Francisco","San Francisco",1871,2281700,0.00127259961383184,0.032490157925698,0.00435777797341315,0.0769227904740688,0.0290222668207596,"2016-04","2016-Q2",2488000,-0.0829180064308682,"2015-07"
2017-10-31,93320,"80247","CO","Denver","Denver","Denver",1872,208100,0.00774818401937046,0.0205983325159392,0.115219721329046,0.168567333464045,0.0684820628128353,"2017-10","2017-Q4",208100,0,"2017-10"
2017-10-31,94413,"84047","UT","Salt Lake City","Salt Lake","Midvale",1873,248300,0.0503384094754653,0.0716443677168753,0.164088138771683,0.0940679817700298,0.0103072890570761,"2017-10","2017-Q4",248300,0,"2017-10"
2017-10-31,63937,"15206","PA","Pittsburgh","Allegheny","Pittsburgh",1874,171000,0.00884955752212389,0.0357359176256814,0.0734463276836158,0.104568246506191,,"2017-10","2017-Q4",171000,0,"2017-10"
2017-10-31,96623,"92069","CA","San Diego","San Diego","San Marcos",1875,527500,0.00380589914367269,0.0132539377641183,0.0760913912688699,0.0916215559470199,0.011179011311776,"2017-10","2017-Q4",527500,0,"2017-10"
2017-10-31,96324,"91205","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",1876,601700,0.00922509225092251,0.0117706406591559,0.012962962962963,0.0934688611201262,0.0122545358013915,"2016-08","2016-Q3",612200,-0.0171512577589023,"2016-07"
2017-10-31,96383,"91360","CA","Ventura","Ventura","Thousand Oaks",1877,679100,0.00369494531480934,0.0146421634543553,0.046862956682596,0.0745156742132009,0.0103424140796551,"2006-07","2006-Q3",679900,-0.00117664362406236,"2006-06"
2017-10-31,75603,"40272","KY","Louisville/Jefferson County","Jefferson","Louisville",1878,116100,0.00259067357512953,0.019315188762072,0.0602739726027397,0.0330064028796315,0.0148373669049449,"2017-10","2017-Q4",116100,0,"2017-10"
2017-10-31,60985,"08096","NJ","Philadelphia","Gloucester","Deptford Township",1879,169500,0.00177304964539007,0.00118133490844654,0.00236546422235364,0.0100920035715615,-0.0203546131322604,"2006-10","2006-Q4",213900,-0.207573632538569,"2004-12"
2017-10-31,97731,"94523","CA","San Francisco","Contra Costa","Pleasant Hill",1880,720000,0.00755667506297229,0.0152284263959391,0.0636726252031319,0.103910929018217,0.0171015730861828,"2017-10","2017-Q4",720000,0,"2017-10"
2017-10-31,99096,"97128","OR","Portland","Yamhill","McMinnville",1881,278500,0.00324207492795389,0.0175374497625137,0.107355864811133,0.110505998501898,0.0169985348060835,"2017-10","2017-Q4",278500,0,"2017-10"
2017-10-31,81274,"53188","WI","Milwaukee","Waukesha","Waukesha",1882,236200,0.00127172530733362,0.0132990132990133,0.0414462081128748,0.0460384318652818,0.00842129283152659,"2017-10","2017-Q4",236200,0,"2017-10"
2017-10-31,92220,"78041","TX","Laredo","Webb","Laredo",1883,143400,0.0119971771347918,0.0191897654584222,0.0653789004457652,0.0417102273870882,0.0362905644099545,"2017-10","2017-Q4",143400,0,"2017-10"
2017-10-31,76526,"43110","OH","Columbus","Franklin","Columbus",1884,163100,0.00616903146206046,0.0130434782608696,0.0515796260477112,0.0514738293536585,0.00667652838302346,"2017-10","2017-Q4",163100,0,"2017-10"
2017-10-31,76997,"44095","OH","Cleveland","Lake","Eastlake",1885,115500,-0.00687876182287188,-0.00858369098712446,0.0275800711743772,0.0229741601834659,-0.0134883598197137,"2006-04","2006-Q2",135500,-0.14760147601476,"2001-01"
2017-10-31,96449,"91604","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1886,1264700,0,0.0127322229340167,0.0428795250267997,0.0989884103758172,0.0257585233087152,"2017-10","2017-Q4",1264700,0,"2017-10"
2017-10-31,70870,"30092","GA","Atlanta","Gwinnett","Peachtree Corners",1887,333700,-0.0020933014354067,0.0105996365838886,0.0415106117353308,0.0796300427835546,0.0111757372091874,"2017-09","2017-Q3",334400,-0.0020933014354067,"2017-09"
2017-10-31,96884,"92505","CA","Riverside","Riverside","Riverside",1888,370700,0.00460704607046071,0.0150602409638554,0.0561253561253561,0.117929762242682,-0.00524090746132422,"2006-09","2006-Q3",432400,-0.142691951896392,"2005-07"
2017-10-31,97101,"93030","CA","Ventura","Ventura","Oxnard",1889,501500,0.00139776357827476,0.00783762057877813,0.0557894736842105,0.0894261055132441,-0.00407467295648833,"2006-06","2006-Q2",620000,-0.191129032258065,"2004-11"
2017-10-31,75581,"40229","KY","Louisville/Jefferson County","Bullitt","Hillview",1890,134700,-0.00148257968865827,0.00823353293413174,0.0266768292682927,0.0398377192764303,0.0195404516854962,"2017-09","2017-Q3",134900,-0.00148257968865827,"2017-09"
2017-10-31,67505,"23060","VA","Richmond","Henrico","Glen Allen",1891,269800,0.000370782350760104,0.00822122571001495,0.0181132075471698,0.0352410626777402,0.00744981514224619,"2017-10","2017-Q4",269800,0,"2017-10"
2017-10-31,98844,"96701","HI","Urban Honolulu","Honolulu","Aiea",1892,682500,0.00293901542983101,0.00752878653675819,0.0297223898611949,0.0528731202917143,,"2017-10","2017-Q4",682500,0,"2017-10"
2017-10-31,96410,"91401","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",1893,757800,0.00477326968973747,0.01323706377858,0.0455298013245033,0.079517317805835,,"2017-10","2017-Q4",757800,0,"2017-10"
2017-10-31,70879,"30102","GA","Atlanta","Cobb","Acworth",1894,180600,0.00668896321070234,0.0238095238095238,0.0661157024793388,0.0844717711976985,0.0133946042847068,"2017-10","2017-Q4",180600,0,"2017-10"
2017-10-31,66850,"21244","MD","Baltimore","Baltimore","Windsor Mill",1895,200900,0.00249500998003992,0.0146464646464646,0.0403935784567582,0.0450160961888422,-0.017462098548727,"2007-08","2007-Q3",240300,-0.163961714523512,"2005-11"
2017-10-31,94046,"83201","ID","Pocatello","Bannock","Pocatello",1896,131600,0.0273224043715847,0.048605577689243,0.0939318370739817,0.0359435133178578,0.0146385591542482,"2017-10","2017-Q4",131600,0,"2017-10"
2017-10-31,72172,"32724","FL","Daytona Beach","Volusia","Deland",1897,172500,0.0093622001170275,0.029236276849642,0.100829610721123,0.10863956846354,-0.00750662720148576,"2006-07","2006-Q3",215900,-0.201018990273275,"2005-05"
2017-10-31,73210,"34761","FL","Orlando","Orange","Ocoee",1898,228600,0.00527704485488127,0.0182628062360802,0.0798299480396788,0.105574535676412,-0.00867061965832228,"2006-05","2006-Q2",279300,-0.181525241675618,"2005-07"
2017-10-31,91658,"77009","TX","Houston","Harris","Houston",1899,258400,0,-0.0189825360668185,0.0482758620689655,0.114465697539825,0.060655469402271,"2017-07","2017-Q3",263400,-0.0189825360668185,"2017-06"
2017-10-31,67116,"22015","VA","Washington","Fairfax","Burke",1900,499400,0.00523349436392915,0.0138043036946813,0.0225225225225225,0.0324983914804442,0.00510649732495705,"2006-02","2006-Q1",527300,-0.0529110563246729,"2005-07"
2017-10-31,96967,"92649","CA","Los Angeles-Long Beach-Anaheim","Orange","Huntington Beach",1901,761000,0.00223890425391808,0.0106241699867198,0.00356059607015693,0.0645937142717101,0.00788749178868531,"2006-02","2006-Q1",805300,-0.0550105550726437,"2005-09"
2017-10-31,84031,"59405","MT","Great Falls","Cascade","Great Falls",1902,166500,0.0445420326223337,0.0605095541401274,0.0804672290720311,0.0316202885913992,0.0165464021359403,"2017-10","2017-Q4",166500,0,"2017-10"
2017-10-31,96507,"91767","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Pomona",1903,402100,0.00224327018943171,0.00776942355889724,0.0870505542038389,0.107989176852493,0.00252156426948758,"2006-08","2006-Q3",418500,-0.0391875746714456,"2006-02"
2017-10-31,93280,"80203","CO","Denver","Denver","Denver",1904,314700,0.00478927203065134,0.00671785028790787,0.0500500500500501,0.112584510202759,0.051754343423567,"2017-10","2017-Q4",314700,0,"2017-10"
2017-10-31,95123,"86004","AZ","Flagstaff","Coconino","Flagstaff",1905,326800,-0.00547778454047474,0.000306091215182124,0.0484440166827077,0.0762656975537912,-0.00060994392814584,"2006-12","2006-Q4",346700,-0.0573983270839342,"2006-03"
2017-10-31,74592,"38018","TN","Memphis","Shelby","Memphis",1906,163800,0.00614250614250614,0.024390243902439,0.0629461388708631,0.0402035284877316,0.00160131487224358,"2006-12","2006-Q4",165000,-0.00727272727272727,"2006-08"
2017-10-31,97005,"92705","CA","Los Angeles-Long Beach-Anaheim","Orange","North Tustin",1907,889700,-0.00101055468223669,0.0118275901285113,0.0524012301868938,0.0669375692272534,0.00910574167561862,"2006-05","2006-Q2",898300,-0.00957363909607035,"2006-04"
2017-10-31,70078,"28625","NC","Charlotte","Iredell","Statesville",1908,135600,0.0149700598802395,0.0390804597701149,0.0779014308426073,0.0414116068964043,0.0120440273976254,"2017-10","2017-Q4",135600,0,"2017-10"
2017-10-31,65572,"18704","PA","Scranton","Luzerne","Kingston",1909,106200,-0.00561797752808989,-0.0028169014084507,0.0123927550047664,0.025361449319967,0.00868730734275425,"2017-08","2017-Q3",106900,-0.00654817586529467,"2017-06"
2017-10-31,81647,"54313","WI","Green Bay","Brown","Howard",1910,212300,-0.00281822451855331,0.00473260766682442,0.0646940822467402,0.0466769444658779,0.0204461467464758,"2017-09","2017-Q3",212900,-0.00281822451855331,"2017-08"
2017-10-31,72438,"33135","FL","Miami-Fort Lauderdale","Miami-Dade","Miami",1911,259200,0.00348432055749129,0.0148786217697729,0.0941325453777965,0.154639284062415,-0.0122161577552412,"2006-12","2006-Q4",340800,-0.23943661971831,"2005-06"
2017-10-31,64067,"15401","PA","Pittsburgh","Fayette","Uniontown",1912,106200,-0.0256880733944954,-0.0568383658969805,0.177383592017738,0.0617687936357343,0.0363669870428891,"2017-07","2017-Q3",112600,-0.0568383658969805,"2017-04"
2017-10-31,75561,"40207","KY","Louisville/Jefferson County","Jefferson","Saint Matthews",1913,274700,-0.0029038112522686,0.00622710622710623,0.0663819875776397,0.0603844251060905,0.0316278746857188,"2017-09","2017-Q3",275500,-0.0029038112522686,"2017-08"
2017-10-31,69771,"28208","NC","Charlotte","Mecklenburg","Charlotte",1914,96200,0.00944386149003148,0.0422535211267606,0.166060606060606,0.0897331131215624,0.0103353178249224,"2017-10","2017-Q4",96200,0,"2017-10"
2017-10-31,93304,"80228","CO","Denver","Jefferson","Lakewood",1915,407700,0.00369276218611521,0.00716403162055336,0.0606139438085328,0.0990894345357516,0.0485397746526481,"2017-10","2017-Q4",407700,0,"2017-10"
2017-10-31,97693,"94303","CA","San Jose","Santa Clara","Palo Alto",1916,1828800,0.0144220102063457,0.0420512820512821,0.0664178669310164,0.130387319251792,0.0666258958423596,"2017-10","2017-Q4",1828800,0,"2017-10"
2017-10-31,95945,"89523","NV","Reno","Washoe","Reno",1917,366000,0.00687757909215956,0.0166666666666667,0.0559723023658396,0.125892796535769,0.00598471674643064,"2006-04","2006-Q2",411600,-0.110787172011662,"2005-02"
2017-10-31,97488,"93940","CA","Salinas","Monterey","Monterey",1918,726300,0.00220781012832896,0.00581636892397175,0.0489601386481802,0.0750044770437845,-0.00842193450573647,"2006-05","2006-Q2",858000,-0.153496503496503,"2004-09"
