"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"92101","San Diego","CA","San Diego","San Diego",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.638051044084,475.045302894305,469.75546975547,474.257977660447,482.71918678526,484.394880622708,469.530355097365,472.288776164889,480.937972768533,480.937972768533,487.80487804878,487.786212446352,487.375,492.618260816351,488.217054263566,482.625482625483,485.030208434464,480.764622973925,476.189115646259,478.571428571429,485.714285714286,488.524246522606,496.030534351145,488.105004101723,485.294852573713,477.417771232204,488.43537414966,483.240396530359,493.413830289224,506.531204644412,497.77117384844,504.089291267839,512.481644640235,509.327925199001,520.861196897114,538.757982205172,543.561776426968,547.337278106509,552.256532066508,544.121915820029,534.754647944875,537.067840624273,545.040946314832,558.35448392555,558.572145617092,558.375634517766,553.215077605322,560.376325058564,561.663770461885,564.184149184149,557.500995583317,560.518731988473,577.858880778589,582.159624413146
"07093","West New York","NJ","New York","Hudson",23,286.086956521739,279.453125,278.90625,272.89093540697,277.629595588235,267.377922496318,262.823434991974,283.636096526527,241.739130434783,241.573033707865,250.769230769231,252.577319587629,240.386516853933,246.813186813187,238.170886075949,251.185567010309,251.881443298969,239.677744209466,237.187127532777,240,237.187127532777,234.117647058824,228.600795755968,222.857142857143,225.268176400477,223.928571428571,227.271818181818,220.83815865663,230.824562207756,235.228136151864,232.749658002736,229.230769230769,219.979,212.226512226512,210.651004304161,207.538461538462,205.154639175258,195.113788487282,196.007735809801,196.232339089482,210.708977706367,204.850046860356,207.952567449956,208.37316762269,214.9,213.846153846154,217.185007974482,215.783333333333,223.928215353938,226.460071513707,226.460071513707,234.970785629688,226.315789473684,224.613509471585,222.352941176471,220.020140986908,220.020140986908,222.940588235294,221.166002473547,221.649484536082,223.606222910217,215.441176470588,222.605042016807,223.270676691729,235.055294117647,235.176470588235,233.50417592982,235.294117647059,234.033587694526,236.703601108033,230.287599804465,219.611848825332,234.254901960784,217.647058823529,205.226890756303,212.053774299419,217.647058823529,221.091445427729,220.35164712653,225.321888412017,224.785407725322,215,225.088235294118,235.176470588235,235.176470588235,253.204514783462,250.779668177241,254.066985645933,253.153895449968,267.429523809524,261.785714285714,263.534218590398,279.595015576324,280.808080808081
"11372","New York","NY","New York","Queens",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.185185185185,266.666666666667,275,278.666666666667,268.510191846523,270.833333333333,270,276.833333333333,278.666666666667,292,290.705294117647,294.666666666667,300,296,302.666666666667,302.666666666667,299.375,313.809523809524,322.666666666667,317.54954954955,322.666666666667,343.423344947735,321.265151515152,316.47619047619,332,337.857142857143,353.588974358974,409.333333333333,409.473684210526,420,426.686182669789,436.842105263158,445.392877331826,458.857442348008,464.249262262601,458.857442348008,445.678857142857,427.370395634379,429.740791268759,424.375,431.105769230769,441.052631578947,441.176470588235,433.571428571429,420,420
"33027","Miramar","FL","Miami-Fort Lauderdale","Broward",25,,,,,,,,,,,,,,,,,,,,44.4128787878788,51.6431924882629,55.2404438964242,55.5781353682814,56.2093301435407,58.0948039707916,58.0832526621491,58.0832526621491,58.2922141119221,58.5696670776819,58.0390074432754,57.3089700996678,55.4758615642182,55.5555555555556,61.4583333333333,68.3547712714465,67.4339878939509,71.3095238095238,69.9029126213592,72.1200387221684,73.8594327990136,72.1010335433693,70.9280303030303,72.8926792614856,72.8926792614856,74.8106060606061,72.7496917385943,72.7152406417112,73.9506172839506,74.0617283950617,74.0157480314961,75.0234741784038,77.9995467495468,75.0234741784038,75.3431764831413,80.1913875598086,86.189889025894,89.2857142857143,87.5912408759124,80.2816901408451,84.7047434656341,82.6339285714286,84.1553637484587,80.2728463737249,83.2116788321168,87.0098784194529,86.7857142857143,86.189889025894,90.1408450704225,86.655550573553,88.9431139833103,91.8618988902589,94.7932668380889,92.5925925925926,94.8905109489051,95.0047792839764,97.3564940203852,98.6424167694205,96.1926427879961,95.2153110047847,96.1926427879961,99.905303030303,98.9760817172963,98.0291120203266,98.0291120203266,101.190476190476,104.07196969697,105.114990755142,101.785714285714,101.190476190476,101.190476190476,106.666666666667,107.274969173859,105.839416058394,103.542028640287
"33063","Margate","FL","Miami-Fort Lauderdale","Broward",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.901103565365,56.6666666666667,58.0779387131737,55.2741228070175,54.1935483870968,54.6625636672326,54.2842741935484,55.1315789473684,54.2857142857143,59.5677860696517,59.4427860696517,59.1290605794557,57.2960878027682,57.49875,58.1023161764706,55.8333333333333,58.7058823529412,62.4045740869163,61.9354838709677,62.5,65.1700680272109,69.3055555555556,74.8455215419501,75.2941176470588,75,74.8299319727891,70.9495798319328,70.3965844402277,69.4857685009488,69.6774193548387,69.2941176470588,68.4395424836601,67.1641791044776,67.3529411764706
"10021","New York","NY","New York","New York",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.33333333333,1051.14585960488,958.333333333333,1040.36186499652,966.666666666667,967.708333333333,992.669082125604,998.947368421053,970,964.285714285714,966.666666666667,968.333333333333,968.333333333333,962.272727272727,985.279279279279,969.279279279279,950,932,932,966.887973137973,1022.77777777778,1070
"20001","Washington","DC","Washington","District of Columbia",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.853801169591,518.383403661284,524.044389642417,533.494249937499,552.945690818711,567.144719687093,575.023808342443,584.973404255319,563.481407174072,571.689723320158,554.545454545455,556.915306915307,555.555555555556,567.258541834813,578.204018615158,579.470198675497,584.091367797375,585.127201565558,604.395604395604,606.157637928873,611.58533034671,604.937508717011,580.188679245283,599.833333333333,604.395604395604,625.697946132087,615.574514599081,619.114977026827,624.235941320293,642.857142857143,619.955041657151,640.686922060766,626.139817629179,626.139817629179,616.094764150488,639.276982186518,634.126984126984,634.920634920635,635.849375211077,642.857142857143,645.14393661093,647.107464000503,648.129861263502,645.124716553288,635.838150289017,653.991482694201,655.36959553696,647.808113824265,634.328358208955,642.110091743119,645.518446286364,654.144519354218,656.898817345598,656.898817345598,656.698382681007,656.497948016416,652.330226364847,652.759084791386
"10701","Yonkers","NY","New York","Westchester",29,155.9375,150.470588235294,150.235294117647,147.462121212121,147.812121212121,145.833333333333,145.833333333333,143.125,141.957268907563,141.957268907563,132.777777777778,132.5,132.222222222222,131.25,135.571428571429,135.294117647059,135.294117647059,130.932692307692,133.316666666667,131.25,131.924242424242,131.25,128.57,128.917352941176,127.327505827506,126.119047619048,119.666666666667,120.992063492063,120.555555555556,121.004761904762,119.333333333333,116.244031830239,114.142857142857,111.9984,113.333333333333,114.206349206349,115.384615384615,118.75,118.75,114.292307692308,118.666666666667,118.646080760095,115.384615384615,124.583333333333,130,118.462745098039,122.286274509804,131.25,128.065326633166,133.185185185185,124.082794117647,122.01596216376,117.352941176471,117.058823529412,119.866666666667,128.920168067227,128.428571428571,128.428571428571,118.75,125.446428571429,130.268382352941,123.75,131.818181818182,126.666666666667,127.237851662404,125,122.66,127.190354402631,126.760563380282,124.036166666667,122.66,121.17591503268,112.5,113.333333333333,113.238095238095,113.513513513514,116.457013574661,118.75,123.197333333333,118.75,118.708333333333,118.708333333333,118.666666666667,116.666666666667,118.75,116.666666666667,125.791139240506,116.470588235294,127.777777777778,129.888888888889,127.777777777778,127.777777777778,136.666666666667,139.444444444444
"33313","Lauderhill","FL","Miami-Fort Lauderdale","Broward",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7241379310345,51.953125,51.7879948914432,48.7354855735398,48.4913793103448,48.0769230769231,47.0760233918129,49.1247863247863,49.920863130036,50.3711558854719,53.7414965986395,53.1852382251318,49.6461655429063,53.3119658119658,52.3504273504274,53.5947712418301,53.5947712418301,54.2721088435374,55.2482269503546,58.6538461538462,58.6538461538462,59.8307291666667,58.5713370901639,56.5193965517241,59.8958333333333,58.9480828900709,61.9229291129511,63.7450132978723,63.6021547153253,62.3847517730496,62.5833333333333,63.2777777777778,62.3697916666667,66.9620253164557,68.0851063829787,67.6429805419167,66.5364583333333,62.4099290780142,62.8640350877193,65.3727272727273,65.7051282051282,64.6162162162162,65.1606722106722,66.6,68.4931506849315,67.2597245623031,69.3617021276596,70
"77057","Houston","TX","Houston","Harris",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.07477361937,161.970462495142,163.175675675676,164.197349260909,150.3625645721,159.333759590793,155.815558130026,151.715703332521,163.008049430304,164.35306443164,166.768523368838,174.074074074074,167.511421319797,163.720822411241,160.05999932585,163.679808841099,156.147683733891,148.205928237129,145.124490519227,151.463560334528,155.375253549696
