"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"Zip","30127","GA","""Atlanta-Sandy Springs-Roswell, GA""",2037,9,15.8004158004158,64,4.67948717948718,1.86369958275382
"Zip","30004","GA","""Atlanta-Sandy Springs-Roswell, GA""",2125,9,13.1953428201811,66,2.88461538461538,1.86369958275382
"Zip","30066","GA","""Atlanta-Sandy Springs-Roswell, GA""",2198,9,17.5059952038369,58,3.91025641025641,1.86369958275382
"Zip","30253","GA","""Atlanta-Sandy Springs-Roswell, GA""",2203,9,12.5,81,5.51282051282051,1.86369958275382
"Zip","30083","GA","""Atlanta-Sandy Springs-Roswell, GA""",2259,9,13.0111524163569,71,3.97435897435897,1.86369958275382
"Zip","30067","GA","""Atlanta-Sandy Springs-Roswell, GA""",2264,9,15.0819672131148,51.5,1.21794871794872,1.86369958275382
"Zip","30047","GA","""Atlanta-Sandy Springs-Roswell, GA""",2266,9,15.9420289855072,58,2.69230769230769,1.86369958275382
"Zip","30263","GA","""Atlanta-Sandy Springs-Roswell, GA""",2267,9,13.5755258126195,66.5,3.71794871794872,1.86369958275382
"Zip","30058","GA","""Atlanta-Sandy Springs-Roswell, GA""",2276,9,9.33734939759036,78,2.62820512820513,1.86369958275382
"Zip","30101","GA","""Atlanta-Sandy Springs-Roswell, GA""",2290,9,18.6893203883495,58,5.32051282051282,1.86369958275382
"Zip","30075","GA","""Atlanta-Sandy Springs-Roswell, GA""",2382,9,18.052738336714,63,6.73076923076923,1.86369958275382
"Zip","30144","GA","""Atlanta-Sandy Springs-Roswell, GA""",2409,9,14.1379310344828,52,1.08974358974359,1.86369958275382
"Zip","30319","GA","""Atlanta-Sandy Springs-Roswell, GA""",2552,9,19.4230769230769,68,8.65384615384615,1.86369958275382
"Zip","30032","GA","""Atlanta-Sandy Springs-Roswell, GA""",2689,9,14.4808743169399,66,4.1025641025641,1.86369958275382
"Zip","30114","GA","""Atlanta-Sandy Springs-Roswell, GA""",2735,9,15.7989228007181,66.5,5.57692307692308,1.86369958275382
"Zip","30236","GA","""Atlanta-Sandy Springs-Roswell, GA""",2784,9,14.8854961832061,80,7.56410256410256,1.86369958275382
"Zip","30016","GA","""Atlanta-Sandy Springs-Roswell, GA""",2803,9,12.7062706270627,93,6.98717948717949,1.86369958275382
"Zip","30093","GA","""Atlanta-Sandy Springs-Roswell, GA""",2828,9,7.25806451612903,53,0.128205128205128,1.86369958275382
"Zip","30064","GA","""Atlanta-Sandy Springs-Roswell, GA""",2979,9,19.2682926829268,60,6.21794871794872,1.86369958275382
"Zip","30518","GA","""Atlanta-Sandy Springs-Roswell, GA""",3170,9,16.4969450101833,56,2.30769230769231,1.86369958275382
"Zip","30076","GA","""Atlanta-Sandy Springs-Roswell, GA""",3171,9,12.7208480565371,55,0.769230769230769,1.86369958275382
"Zip","30034","GA","""Atlanta-Sandy Springs-Roswell, GA""",3234,9,9.50413223140496,94,4.74358974358974,1.86369958275382
"Zip","30097","GA","""Atlanta-Sandy Springs-Roswell, GA""",3343,9,22.1967963386728,80,10,1.86369958275382
"Zip","30350","GA","""Atlanta-Sandy Springs-Roswell, GA""",3345,9,21.0526315789474,63,8.07692307692308,1.86369958275382
