"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"10025","New York","NY","New York","New York",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.79166666666667,4.74669826153362,4.73451327433628,4.64949307541222,4.59623430962343,4.52286282306163,4.51633337231513,4.5872900280985,4.55426356589147,4.69255663430421,4.60216891910046,4.69924812030075,4.75964125560538,4.75888324873096,4.7554347826087,4.67586483629264,4.75547468221672,4.79166666666667,4.79199946751864,4.72279260780287,4.75638994265917,4.79425319789315,4.88721804511278,4.85122897800776,4.81598984771574,4.87437727211526,4.88431876606684,4.91978609625668,4.91457582758454,4.79166666666667,4.86238532110092,4.94374799099968,4.88483023378773,4.81675392670157,4.82315112540193,4.93325682286198,4.77657935285054,4.91978609625668,4.98053601655069,4.8761313084829,4.8780487804878,4.85714285714286,4.86238532110092,4.83857949959645,4.90045941807044,4.85330679669619,4.86238532110092,4.86238532110092,4.86238532110092
"10023","New York","NY","New York","New York",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01269035532995,5.14461350796097,5.21770796770797,5.22307692307692,5.28700906344411,5.21703296703297,5.2871826926416,5.31686358754028,5.5,5.44323483670296,5.46099290780142,5.49199084668192,5.49480712166172,5.43705752457012,5.45100222717149,5.46099290780142,5.38922155688623,5.37249283667622,5.41713483146067,5.47022248129797,5.5,5.52930056710775,5.49073697221845,5.43237250554324,5.46099290780142,5.54629145184317,5.54607508532423,5.49725274725275,5.5,5.5,5.46551711505773,5.43478260869565,5.44354838709677,5.41713483146067,5.3359375,5.32994923857868,5.30821917808219,5.23076923076923,4.99944874535406,5.38461538461539,5.3950103950104,5.36185383244207,5.46099290780142,5.45901639344262,5.4001554001554,5.41150420083004,5.37636761487965,5.34402852049911,5.35680631320596
"77494","Cinco Ranch","TX","Houston","Fort Bend",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93633827997748,0.949538795442214,0.915080527086384,0.905068382944489,0.936599423631124,1.0043431053203,0.982042648709315,0.91566265060241,0.922633524661932,0.928812741312741,0.91566265060241,0.920598388952819,0.920598388952819,0.922916814914965,0.924528301886792,0.940017905102954,0.92653912190336,0.914913083257091,0.915172321924971,0.892230397036487,0.882186127439292,0.906816760475297,0.91055547902221,0.904799370574351,0.910838993237613,0.922330097087379,0.909810126582278,0.923443550789395,0.927601809954751,0.90978013646702,0.901087615561194,0.89662447257384,0.900687366674567,0.904546997822804,0.889411764705882,0.886122435173657,0.87420822031999,0.877129431888633,0.887777777777778,0.89063056644104,0.876948883976604,0.860412628894091,0.832551594746717,0.812849257087253,0.842861972606686,0.828799089384759,0.829771236772065,0.846116952653427,0.848593121929433,0.845819236346061,0.860422823073694,0.875126220127903,0.858585858585859,0.847457627118644,0.856512563320499,0.862349562827356
"75070","McKinney","TX","Dallas-Fort Worth","Collin",4,,,,,,,,,,,,,0.72716695753345,0.709923664122137,0.725013141097845,0.725452949776018,0.71587615748922,0.732951773926051,0.712442532295473,0.695915182459799,0.703564727954972,0.728841660595252,0.726915217822557,0.726915217822557,0.740465577018326,0.731765834932822,0.735497294039852,0.751005151711228,0.755825131536923,0.751519027822194,0.751541014698909,0.747384155455904,0.735621934908605,0.734629895318561,0.738688827331487,0.766047332581359,0.777331995987964,0.785193494111049,0.809497921673831,0.800854244527496,0.786463298379409,0.791676975094838,0.810680915588249,0.802139037433155,0.791336382849367,0.78673835125448,0.794706244060596,0.799899699097292,0.802903634850564,0.803310613437196,0.805563231095146,0.815620365793376,0.825668296678788,0.828278114792347,0.825785828449654,0.825996892801657,0.813988543864938,0.80699431250814,0.825513357499459,0.836820033703576,0.839962564342536,0.828056502679006,0.837476693598508,0.847679504437676,0.85742153797484,0.853056018799362,0.854368932038835,0.849984816276951,0.836202656173143,0.830686537991693,0.837220149253731,0.840571588680303,0.852318958502848,0.870483267360958,0.865725917664976,0.876777251184834,0.884665792922674,0.89058524173028,0.842911932389061,0.889433794025858,0.85394862036156,0.87036188731104,0.859188739911197,0.85972850678733,0.854994719662058,0.883235985812322,0.900755551739638,0.90584129778672,0.901146914254506,0.896495517522412,0.879133033083163,0.877518350773075,0.874383858285604
"60614","Chicago","IL","Chicago","Cook",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.20666666666667,2.29124236252546,2.26760106066346,2.29990800367985,2.12909729448491,2.12124894336433,2.10377358490566,2.03033088235294,2.13483146067416,2.16860465116279,2.29701282536934,2.28571428571429,2.25,2.23034148428032,2.16866111689213,2.17065556711759,2.18821808510638,2.2593896713615,2.21323550990462,2.23697270471464,2.20344827586207,2.1304347826087,2.16811594202899,2.17391304347826,2.1547619047619,2.13523131672598,2.15151515151515,2.23360036230896,2.10377358490566,2.15695296523517,2.13333333333333,2.25520833333333,2.10377358490566,2.28546009150991,2.26362179487179,2.28636363636364,2.13068181818182,2.25,2.13392857142857,2.14285714285714,2.19722222222222,2.29636971874613,2.21637426900585,2.31322674418605,2.31114341085271,2.30215827338129,2.21628773945333,2.2,2.12414383561644,2.10714285714286
"79936","El Paso","TX","El Paso","El Paso",6,,,,,,,,,,,,,,,0.726010101010101,0.732998312785547,0.752314814814815,0.72463768115942,0.749625187406297,0.745232773132434,0.748502994011976,0.7627765064836,0.776273885350318,0.764006791171477,0.754716981132076,0.753588516746411,0.75261780104712,0.7560415960674,0.756083641422565,0.75,0.769769069279216,0.767918088737201,0.755850727387729,0.736961451247165,0.733501524189232,0.732705812493047,0.738488271068636,0.739227340267459,0.744960560911481,0.752212389380531,0.753941055517478,0.757575757575758,0.746332394254621,0.740740740740741,0.736446642052726,0.740282262453289,0.744580315052638,0.739040421726086,0.729613733905579,0.734859675036928,0.735144916149361,0.742767787333855,0.741839762611276,0.74199636337634,0.725078243801122,0.742294106991909,0.723472668810289,0.715126115853433,0.72463768115942,0.722726952940123,0.735430157261795,0.747039591098241,0.745975772628225,0.745257452574526,0.74605974884616,0.744827642888192,0.741239892183288,0.745530770447714,0.748847926267281,0.744934445768772,0.744749798653639,0.747738311571768,0.744601638123604,0.746991104133961,0.758622132931525,0.755537214769311,0.743159203980099,0.732600732600733,0.735967974233287,0.748683220466516,0.709983555438209,0.735849056603774,0.743745774171738,0.721099681076022,0.746347420365633,0.745329316757888,0.746076715189485,0.745823742763479,0.716112531969309,0.731261425959781,0.745682888540031,0.751510574018127,0.745884773662551
"77084","Houston","TX","Houston","Harris",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.918635170603675,0.801060718328926,0.725701361958976,0.727617842454919,0.737573505072337,0.736648250460405,0.739476678043231,0.729483282674772,0.737093199492664,0.778097982708934,0.788949238720465,0.783072129845835,0.771461716937355,0.766606305151997,0.768492543924406,0.770369382962551,0.76939562794685,0.775075987841945,0.772781097396592,0.773718924403856,0.779154127095685,0.788417431192661,0.786926302559978,0.790273556231003,0.806243821319198,0.789105996430379,0.786278081360049,0.782254607801114,0.79764306676449,0.795334040296925,0.782957233037698,0.774058577405858,0.780747735242548,0.768836494105587,0.771963824289406,0.788378945429911,0.802747612331994,0.792063079629037,0.817720171854265,0.802752293577982,0.78759027622664,0.785705529424258,0.784879148240032,0.801271139880818,0.796930342384888,0.795454545454545,0.797837164974521,0.806858105323403,0.808314087759815,0.815850815850816,0.802888700084962
"77449","Houston","TX","Houston","Harris",8,,,,,,,,,,,,0.643086816720257,0.681942171303873,0.704887218045113,0.660772361136767,0.678969688593396,0.708128078817734,0.714285714285714,0.708128078817734,0.700218839092689,0.68358724875176,0.688706540814875,0.701065619742008,0.690184049079755,0.702143385070214,0.725917845798042,0.697696982817797,0.6874432906543,0.717761557177616,0.714285714285714,0.698312371133711,0.685684147076552,0.727574750830565,0.700190961171228,0.71720620777584,0.721784776902887,0.776892430278884,0.742953066622797,0.743771781349837,0.736881692359049,0.741070251746408,0.766189879467293,0.759046202144304,0.732064421669107,0.712758415144098,0.711303232892487,0.720090197413206,0.721153846153846,0.733794604798441,0.734053552534676,0.742483426363488,0.766456266907124,0.789108166796505,0.784698381559588,0.769189409466726,0.769467148177482,0.792368908643575,0.781889519293195,0.795513823682838,0.795513823682838,0.798568454818455,0.795396727131311,0.796332046332046,0.80222739146312,0.809420682187331,0.817160367722165,0.813713623822167,0.79582875960483,0.784433195850519,0.79247238178044,0.807626636311895,0.806892778993435,0.814026299311209,0.822336431142969,0.806577341497801,0.826617099761266,0.805913978494624,0.784963259868489,0.805696610971891,0.795671291643834,0.818419015588298,0.803471692789198,0.793864370290635,0.798397040690506,0.799317073990777,0.800815375655213,0.828933485831826,0.83955223880597,0.830028328611898,0.830367734282325,0.820362660084136,0.820708227158685,0.815981992121553
"94109","San Francisco","CA","San Francisco","San Francisco",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53497969811357,3.65648418491484,3.34839541587485,3.39132867758976,3.75770705804263,3.7248322147651,3.73073946031498,3.68157894736842,4.19982316534041,4.15863572817895,4.30543305506284,4.14814814814815,4.11470588235294,4.19747899159664,3.98936170212766,3.88291517323775,3.63636363636364,3.74126595771601,3.85827327963826,3.79365079365079,3.77586206896552,3.69988289435382,4.02777777777778,3.9572192513369,4.03311965811966,4.18181818181818,4.40052816901408,4.26666666666667,4.26666666666667,4.17199488491049,4.36456996148909,4.6516393442623,4.55704697986577,4.69798657718121,4.62751677852349,4.68503072870939,4.9,5.21428571428571,4.97000856898029,5.02183406113537,4.74589616338996,4.63379164463247,5.01288659793814,4.72759856630824,4.84444444444444,4.875,4.5796178343949,4.55752901479477,4.57462578113646,4.52666666666667,4.57142857142857,4.46565452091768,4.66666666666667,4.64705882352941,4.97711670480549,4.71441523118767,4.55,4.59381387009422,4.48818897637795,4.48818897637795,4.31944444444444,4.60568980748328,4.5,4.41176470588235
"10016","New York","NY","New York","New York",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86308931318433,4.82283464566929,4.82352941176471,4.84897518878101,4.83630952380952,4.81611208406305,4.76900149031297,4.85133020344288,4.88202764976959,4.96240601503759,4.98338870431894,4.95756710039852,4.90890688259109,4.91453096067539,4.97333333333333,4.98236331569665,5.00779088767078,5,4.97655334114889,5.05591709220741,5.04206098843323,5.08955519447547,5.11140235910878,5.06635659036847,5.01002004008016,5.032021957914,5.0055617352614,5.03875968992248,5.07021275021822,5.06844106463878,5.09789079004752,5.05181347150259,5.0055617352614,5.08449612403101,4.996875,5.0055617352614,4.98095602635775,4.96870109546166,4.96941896024465,5.02620545073375,5.09939498703544,5.10091922805735,5.09666080843585,5.11140235910878,5.0761421319797,5.01383125864454,5.05780075706576,5.01942291731787,5.01192564936235
