"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"60657","Chicago","IL","Chicago","Cook",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,350,352.395276292335,363.095238095238,377.380952380952,387.97619047619,357.831325301205,357.831325301205,357.142857142857,375,377.682186234818,407.513888888889,423.695652173913,403.79347826087,403.064516129032,454.545454545455,447.674418604651,448.218031842657,447.674418604651,419.222903885481,419.4,399.4,416.429633760922,431.954184322986,438.439513242663,409.375369234265,413.866629438317,469.8,468.233333333333,464.061574896388,464.061574896388,460.606060606061,435.692541856925,435.692541856925,398.6875,435.270513352705,424.554793886915,424.554793886915,423.177083333333,431.313131313131,429.032258064516,425.516129032258,419.354838709677,443.745164410058,435.246421267894
"77494","Cinco Ranch","TX","Houston","Fort Bend",2,104.879773691655,102.040816326531,105.239143022583,106.148697434997,105.239143022583,105.452380952381,104.289874500708,103.73521477485,98.3042516588842,98.237209003699,97.5432425921465,99.1125840554922,97.491124260355,97.0704143726456,99.8283752860412,97.9077253218884,97.4648978691666,99.7660066855233,99.1116823764639,97.1760710553814,100.570087189806,99.7414038079,98.801520023385,100.106691791996,98.3930305626964,101.434024451854,105.642555306985,107.338201242661,106.935290001467,104.819277108434,101.59529806885,106.243886181001,106.350942518036,103.343723434401,105.668031109292,105.201125175809,105.446927199526,109.173166926677,109.617523551591,113.098356751608,114.928324270885,114.587656951076,113.846572361262,112.926156767833,113.76970633694,116.020466639378,115.950952919846,116.119036372225,116.952243731035,119.825155104343,119.222755151795,121.891516333496,124.131060606061,122.900037299515,123.598901098901,123.825321915739,124.828087692642,123.514696685428,125,123.703917050691,123.61182154021,123.529416970782,123.447012401353,126.733344989472,124.880953268455,124.34405658225,121.882240016854,121.03410008071,122.133055048265,122.333848531685,120.202679101452,118.576951644042,121.135141097388,119.998913043478,119.999008091246,120.909180743651,121.895442494516,120.712036389083,120.497714677417,120.055320150659,119.315909090909,118.493044822257,116.490166414523,117.613695765813,117.625511743159,119.610935856993,121.019161759293,121.402640264026,122.817067421028,123.66674658994,122.817067421028,121.978144853875,121.346160244248,122.834148497853
"75070","McKinney","TX","Dallas-Fort Worth","Collin",3,102.299379167625,103.081744882793,102.299379167625,103.60524399126,101.340345139362,100.46366885459,96.8705165029776,96.1112659220086,91.7047839118776,91.9315214876977,90.7652449093379,91.7047839118776,87.0554359729617,85.1805416248746,89.1941957394258,90.362795715515,86.9084567002664,94.0491539145505,96.1150568181818,95.4830026638334,91.2288512911843,88.9161318916528,86.3531817020189,84.6789181027436,86.9673309926947,93.2340422909227,90.9795490257964,93.4370369063581,97.4273463554073,98.8441826835803,99.2080061981144,95.7068635493574,95.3647439918733,94.6891724989708,97.4993015523245,100.437534397358,102.531962897969,102.69882971101,102.211359600245,101.884896648031,102.994507652608,104.073126454427,103.271646836399,102.657489422195,103.206155819173,103.480989016779,108.182287632326,107.022493008736,106.549827382482,107.67747776311,110.042901371075,112.45308855518,112.632654292251,111.302554923844,111.493998736576,111.30101010101,117.803956434763,117.444839015152,115.706340560514,121.80920224037,125.102965911639,123.176249532188,121.615720524017,122.489082969432,123.588792748249,119.306590741157,119.852941176471,116.239155937126,116.524088545711,120.141956263364,123.725553061879,120.402219140083,116.919631749191,119.053808162204,124.015490801173,129.671784012705,126.582278481013,125.105374077977,128.005813234385,128.223644397916,132.313881107999,131.876412961567,132.248152562574,133.211378495136,136.38313253012,133.853354134165,135.911179173047,137.845584230725,136.047092064987,134.477280457698,134.08547033409,134.058402860548,131.493656002571,134.14770400702
"60614","Chicago","IL","Chicago","Cook",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.335616438356,567.133606264781,599.287974683544,590.277777777778,581.335616438356,576.273291844464,603.275862068965,583.019276728734,622.817730634488,579.51995748701,614.383116883117,614.383116883117,605.519480519481,568.618266978923,584.857008907642,572.950819672131,591.782502044154,623.554827551381,624.964906792203,611.53715064758,623.214285714286,611.111111111111,580.86904043452,566.524590281831,575.268817204301,592.69033431445,579.707208523948,565.707923112986,562.662316023327,581.37676508344,555.043268404279,555.324632046654,567.480769230769,555.682839173405,589.96906870682,560.731707317073,556.904121938597,555.144141761439,558.664102115755,559.504464850981,582.583810302535,565.625,568.75,568.75
"60618","Chicago","IL","Chicago","Cook",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.778926266992,315.683472243527,310.021771797411,304.705882352941,319.042553191489,314.654255319149,324.189526184539,330.182926829268,316.808510638298,314.550088652482,303.14852105428,301.852597664116,300.926298832058,305.761217948718,312.5,316.697286919854
"77573","League City","TX","Houston","Galveston",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.64873537371,112.525274725275,113.032124065356,108.224506807447,108.224506807447,107.646093910191,107.454058894982,107.646093910191,108.224506807447,108.008017694883,108.094721619667,107.996666666667,107.447664904526,107.486877670628,109.839338598223,108.817787418655,109.993221258134,106.47659922338,108.340380663304
"77584","Pearland","TX","Houston","Brazoria",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.403268318397,99.2490025815536,101.976805482341,103.975776724592,110.940252705463,112.563749138525,108.857766035949,109.744983277592,112.714174454829,109.862637362637,107.477305303392,107.663270377734,108.160288270378,103.795525494277,108.60631960632,114.94224137931,112.386634844869,117.495793606282,118.299968053855,115.109649122807,121.79746835443,116.506246160147,117.757786913031,116.71967991998,117.851099830795,117.851099830795,115.530231187999,117.846641988366,117.092457420925,109.074256948896,115.821978021978,105.981010588021,112.500617535539,106.315621253212,105.133022275021,104.257142857143,104.257142857143,116.920879120879,113.349731663685,112.90727499801,112.90727499801,116.520139030873,114.267928286853,114.267928286853,112.341192787795
"78572","Mission","TX","McAllen","Hidalgo",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.736146415862,100.665725237039,97.8414363526326,98.5423937589817,106.060606060606,107.876989479363,105.829991017823,103.806948200541,96.6926677067083,100.11051063613,95.5779507945045,107.172657961481,104.428726625523,105.777777777778,105.414141414141,106.507371631927,106.575141657144,106.142574704852,105.777777777778,107.420999000594,96.4620501965528,100.675469542721,94.9367088607595,97.0614029170096,101.080625752106,108.877853022323,104.888888888889,113.082039911308,118.942977085884,114.278879711122,99.8258809579436,107.968755755296,114.942528735632,105.733082706767,109.431019860548,113.128957014329,118.242409281659,112.989964468287,106.156530408774,105.291576673866,105.72405354132,98.7527377821869,97.416349004659,100.105862830327,100.073545136371,101.240987070138,102.986217457887,99.8920086393089,99.4956720932188,98.8120950323974,98.9849142849583,110.538520999742,109.801601283849,111.090504451039,110.022739198881,102.808554496264
"94565","Pittsburg","CA","San Francisco","Contra Costa",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.033296089385,163.247616295868,165.932144599342,165.301799285305,171.258234519104,159.672395411318,159.672395411318,157.910693914264,162.095833241328,170.605612998523,169.862136878385,168.435904185312,167.777836272703,170.217136477812,169.720636827876,167.426179179459,168.776371308017,172.239638313371,176.613687966267,167.597765363129,164.545954198473,168.576576728286,166.412213740458,167.904732824427,169.700709657513,173.405912336151,171.447299490134,177.69878883623,190.06957097814,182.449494949495,195.277385593824,189.105848865098,187.792720373478,188.465887674331,189.777174707951,190.873189995612,190.780880688025,190.122119159698,194.693657174002,194.092226613966,204.163607489876,222.736992159658,221.073362875431,208.736349453978,210.960087386332,210.567517767834,212.812637121545
"79912","El Paso","TX","El Paso","El Paso",10,127.073301230605,125.382493102583,122.056707153906,120.636550308008,118.82264834558,114.247110228276,113.142572701395,116.807949029126,116.807949029126,119.473679907698,120.971071776487,114.285714285714,116.061599622266,120.855028775007,118.563465014882,115.94307681333,116.13501733522,116.159808721735,112.449369399936,110.375435247185,112.611101098514,113.751335394973,112.875052796307,112.836690123756,112.611101098514,112.611101098514,113.702384214853,113.907506702413,112.718816799905,112.062048676117,113.645720503237,110.247872733999,108.995327102804,108.995327102804,109.591668950397,108.356028048649,111.244509516837,110.967324490456,111.290322580645,111.744245386909,114.529198100028,114.528577051847,115.021199683105,115.506225665336,115.416065416065,115.259259259259,118.173330708603,117.609889897004,117.457706766917,114.064914992272,115.004873294347,113.679775280899,114.54475883373,111.003861003861,114.418851025422,111.706749779039,112.62843038822,114.503816793893,113.675519508058,112.236480293309,114.227421109902,115.314138007829,116.949648711944,115.832205683356,115.020297699594,116.301769807112,117.400806846822,118.012066626855,117.614113693643,115.472371854389,112.546992481203,113.099459550785,118.012066626855,114.030710442775,114.030710442775,115.850580514891,122.231012658228,118.898015411624,120.949459950643,116.73318986681,114.481637136373,121.744532803181,120.706220023119,121.158626612593,120.572720422005,120.596205420956,116.984286191909,122.903971422568,118.622448979592,119.803957161009,116.238973536488,117.60830449827,119.479320891199,121.760110294118
